"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00008974","동남숯불생구이","001","한식","서울특별시 금천구 독산로 247 (독산동)","854-9049","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151211101701.jpg"
"00008791","5080 실버전용미용실","005","이 미용업","서울특별시 성북구 돌곶이로 141 (장위동)","02-965-3232","북서울꿈의숲 정문에서 돌곶이역 방향으로 직진해서 원천주유소 건너편에 위치","영업시간 : 10:00~19:00 좌석수 : 4개 휴무일 : 첫째 둘째 월요일 셋째 넷째 일요일 배달 : 무 예약 : 무 카드 : 가능 주차 : 1대 홈페이지 주소 : 전자우편주소 :  ","여성전용으로 50대에서 80대까지 봉사하는 마음으로 저렴한 가격으로 편한하게 모시고자 함. ","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130924105321.JPG"
"00008795","현정미용실","005","이 미용업","서울특별시 중랑구 면목로33길 14 (1층 면목동)","02-492-8637","면목시장 남문쪽","영업시간 : 10:00 ~ 20:00 좌석수 : 4 휴무일 : 13째주 수요일 배달 : 불가 예약 : 불가 카드 : 불가 주차 : 가능 기타: '경로우대 파마 15000원 20년 넘게 한 자리에서 영업함'     ","면목동에서 20년 넘게 영업한 미용실로 파마가격이 20000원이지만 할머니들이 오시면 가격을 조금 깎아주며 친절한      서비스로 고정단골 확보 ","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151126160019.jpg"
"00008933","아마자께","001","한식","서울특별시 동대문구 천장산로7길 16 (이문동)","0","지하철 1호선 외대역 1번출구 외대후문앞","영업시간 : 09:00~22:00 좌석수 : 52석 휴무일 : 없음 배달 : 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :       ","식후에 직접 내린 원두커피 무료 제공 ","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00008931","경로이발관","005","이 미용업","서울특별시 동대문구 왕산로 175-1 (제기동)","0","null","영업시간 : 07:00~19:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :      ","어르신들께 특히 최선을 다하겠습니다.","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00008677","진헤어샵","005","이 미용업","서울특별시 관악구 신림로36길 15 (신림동)","887-2108","서림동 온누리 은성약국 골목 세번째 블록","영업시간 : 오전10시~오후9시 좌석수 : 3석 휴무일 : 매주 화요일 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능    ","20년이상 저렴히 제공 내부수리로 환경우수.경로자 장애인 할인해 드림","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130607143323.JPG"
"00008630","옛날맛짜장","002","중식","서울특별시 송파구 가락로 113 (석촌동)","425-3533","전철노선 : 8호선 송파역 4번출구에서 국민은행 방면 도보 5분 버스노선 : 2142321533143217320360301 석촌역정류장 하차 도보 5분","영업시간 :10:00~21:00 배   달 : 가능 예   약 : 가능 카   드 : 가능 주   차 : 불가    ","업소 청결 원산지표시제 이행","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130619105857.JPG"
"00008968","메운불닭","003","경양식일식","서울특별시 송파구 위례성대로18길 28 (방이동)","421-2223 ","null","null ","null","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151202135344.jpg"
"00008906","옥문","002","중식","서울특별시 광진구 광나루로56길 63 (구의동)","446-8764","null","영업시간 : 10:30 ~ 21:00 좌석수 : 휴무일 : 연중무휴 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :          ","null","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150714111843.jpg"
"00008807","신 쿡(cook)","001","한식","서울특별시 중랑천로10길 39","02-439-2012","면목2동 서울우유 본사 맞은편","영업시간 : 11:00 ~ 21:30 좌석수 : 18 휴무일 : 매주 화요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 취급품목 : 돈가스 5000원 기타: '요리를 좋아하는 전문 주방장 3명이 운영 카페같은 분위기에 저렴한 가격'     ","작지만 카페같은 실내분위기에 샐러드 피자 스파게티와 세트메뉴까지 맛있는 요리를 비교적 저렴하게 먹을 수 있어 동네     소문난 맛집 점심에는 오늘의 메뉴로 한식도 선보여 입소문을 타고 직장인들에게 인기 단체도시락이나 출장생일파티도 가능 ","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151126161107.jpg"
"00008815","머리하기 좋은 날","005","이 미용업","서울특별시 양천구 목동중앙로 43 (목동 목동글로리파크)","2648-3693","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :      ","기장추가없이 모든 헤어를 저렴한 가격으로 이용할수 있음 친절함","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20131231104332.jpg"
"00008826","헤어닷컴","005","이 미용업","서울특별시 관악구 장군봉2길 10 (봉천동)","885-7277","봉천역 3번출구에서 도보 1분","영업시간 : 10:00 ~ 22:00 휴무일 : 예약 : 가능 카드 : 가능 주차 : 불가 기타 : 경로우대 할인      ","5년째 가격동결 경로할인커트(2000원 ~ 5000원) ","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220718184905.jpg"
"00008916","고향집","001","한식","서울특별시 마포구 포은로8길 28 (망원동)","322-8762"," 전통시장(망원시장) 주변","영업시간 : 09:00 ~ 22:00 좌석수 :  60석 휴무일 : 일요일 배달 : 불가 예약 : 불가 카드 : 불가 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :    "," 저렴한 가격  맛있는 한끼 식사","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150716163743.jpg"
"00008955","토속칼국수","001","한식","서울특별시 강동구 양재대로113길 8 (길동)","02-472-2293","5호선 길동역에서 1분거리교통편리","영업시간 :오전10시~오후8시까지 좌석수 :30석 휴무일 :명절때만 휴무 배달 :x 예약 :가능 카드 :가능 주차 : 홈페이지 주소 : 전자우편주소 :   ","모든 재료를 직접 농사지은 것으로 만들어서 모든 메뉴가 맛있다고 함.","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220527141458.jpg"
"00008970","김자순수제돈까스","003","경양식일식","서울특별시 송파구 석촌호수로12길 16 (잠실동)","6203-9597","null","null ","null","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151202135619.jpg"
"00008910","홍천화로숯불갈비","001","한식","서울특별시 광진구 천호대로110길 27 (능동)","454-9285","null","영업시간 : 11:00 ~ 23:00 좌석수 : 휴무일 : 명절 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150714111853.jpg"
"00008861","꾸워","001","한식","서울특별시 은평구 은평로 34 (신사동)","02-374-3004","신사1동주민센터 부근","영업시간 :15:00~03:00 좌석수 : 68 휴무일 : 없음 배달 : ○ 카드 : ○ 주차 : ×               ","신선한 재료 가족경영","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150317153612.JPG"
"00008953","포토베베스튜디오","013","기타서비스업종","서울특별시 도림로12길 13 (구로동)","02-862-1050","null","null ","null","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150827113338.jpg"
"00008796","명동분식","001","한식","서울특별시 중랑구 면목로37길 13 (면목동)","02-437-0845","면목시장 5호","영업시간 : 05:00 ~ 20:30 좌석수 : 28 휴무일 : 매주 일요일 배달 : 가능 예약 : 가능 카드 : 불가 주차 : 가능 취급품목 : 김밥 1500원    ","면목시장내 위치 쌀&#8228;햄&#8228;맛살 등을 국내산 좋은 재료만을 사용 12년동안 1000원 가격을 고수하는 김밥은 재료는 간단     하지만 상큼한 맛이 소문나 단체 주문이 많고 25년 손맛으로 만든 호박죽과 찐만두도 2000원으로 손님들에게 인기 '쌀(국내산 농협) 햄맛살(국내산ks마크) 을 좋은 재료로 사용 멀리서도 단체로 주문할 정도로  김밥맛이 좋음'","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151126155632.jpg"
"00008635","개성시대","005","이 미용업","서울특별시 송파구 풍성로 35-1 (풍납동)","477-2939","전철노선 : 8호선 강동구청역 5번출구에서 풍납초등학교 방면 도보 10분 버스노선 : 341134170351331830-1163413영파여고정류장 하차 도보 8분","영업시간 :09:30~21:00 예약 :가능 카드 :가능        ","친절서비스","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130613101442.JPG"
"00008989","밀밭 손 칼국수","001","한식","서울특별시 성북구 보문로 156-3 (삼선동5가)","953-8894","성북구청 버스정류장 앞","영업시간 : 10시 ~ 23시 좌석수 : 40석 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :  ","변함없는 서비스로 항상 친절하게 모시겠습니다. 요일별 현금가 특별할인도 있으니 꼭 확인해주세요.","2","21-2","http://tearstop.seoul.go.kr/mulga/photo/20160104161102.jpg"
"00009013","착한우동짜장","002","중식","서울특별시 관악구 신림로 255 (신림동)","없음","신림역 3번출구에서 서울대 방향으로 1정거장(서원동 문화교 앞) 서원동 주민센터 건너편)","영업시간 : 10:00~22:00 좌석수 : 12석 휴무일 : 휴무일 없음 배달 : 무 예약 : 무 카드 : 무(현금만 가능) 주차 : 어려움 홈페이지 주소 : 전자우편주소 : 기타 : ","가격이 관악구 평균 15%이상 저렴함","1","21-2","http://tearstop.seoul.go.kr/mulga/photo/20160523145836.JPG"
"00009014","정미용실","005","이 미용업","서울특별시 서울 관악구 호암로 561-1","02-867-5676","버스로 관악구 삼성동 신우초등학교앞 하차 약수암길 진입로 초입 위치","영업시간 : 09:00~21:00 좌석수 : 3 휴무일 : 24주 화요일  배달 : 해당 무 예약 : 불가 카드 : 가능 주차 : 어려움 홈페이지 주소 : 전자우편주소 : 기타 :   ","부부경영으로 인건비 절감 경로자에게 다과대접 등 따뜻한 이웃","1","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220718174153.jpg"
"00009012","형제갈비","001","한식","서울특별시 구로구 구로동로18길 20-6 (구로동)","02-868-1354","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","1","21-2","http://tearstop.seoul.go.kr/mulga/photo/20161007145837.jpg"
"00009093","대호식당","001","한식","서울특별시 금천구 가산로3길 55 (독산동)","02-864-5623","null","영업시간 : 12:00~22:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914134914.png"
"00009567","부산미용","005","이 미용업","서울특별시 서울 마포구 숭문길 186","","null","null ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009140","엄마손밥상","001","한식","서울특별시 서대문구 응암로1길 9-1 (북가좌동)","302-3486","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009284","성상등갈비","001","한식","서울특별시 동작구 신대방길 108 (신대방동)","848-1151","null","저렴 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923091037.jpg"
"00009318","궁중순대보쌈","001","한식","서울특별시 동작구 등용로14길 60 (노량진동)","812-0262","null","저렴한 가격 깨끗한 위생  ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923095929.png"
"00009343","영신 이발소","005","이 미용업","서울특별시 동작구 사당로14가길 13 (사당동)","없음","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923103904.jpg"
"00009328","마샬 미용실","005","이 미용업","서울특별시 동작구 만양로14길 8 (노량진동)","815-2708","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923102051.jpg"
"00009465","명동찌개마을","001","한식","서울특별시 서울 강동구 성안로3길 91","02-476-8987","null","null   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220527141638.jpg"
"00009288","내고향 나주곰탕","001","한식","서울특별시 동작구 사당로 183 (사당동)","3476-2999","null","null ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923091739.jpg"
"00009289","은혜식당","001","한식","서울특별시 동작구 사당로9가길 55 (사당동 대창센시티아파트)","592-8007","null","null   ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923091903.jpg"
"00009317","화풍정","001","한식","서울특별시 동작구 상도로 102 (상도동)","814-3392","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923095757.jpg"
"00009160","동경사진관","013","기타서비스업종","서울특별시 구로구 우마길 14 (가리봉동)","02-863-3598","","","가격이 저렴하고 친절함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20171027105247.jpg"
"00009322","우리 콩사랑","001","한식","서울특별시 동작구 신대방2길 3 (신대방동)","846-8116","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923100434.png"
"00009055","나드리식당","001","한식","서울특별시 강남구 선릉로6길 19 (개포동)","00-000-0000","null","영업시간 : 06:00 ~ 14:30 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170208124305.jpg"
"00009210","황해이발관","005","이 미용업","서울특별시 강북구 솔매로 35-1 (미아동)","02-000-0000","미아역 7번 출구에서 10번 마을버스 승차후 페리카나치킨 정류장에서 하차","영업시간 : 08:00~21:00 좌석수 : 휴무일 :매주수요일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","70년대부터 운영해온 이발관임","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180801094206.jpg"
"00009159","해바라기","005","이 미용업","서울특별시 구로구 구로동로 9-17 (가리봉동)","02-862-7208","","","가격이 저렴하고 친절함 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20171027105010.jpg"
"00009285","이고시다","001","한식","서울특별시 동작구 여의대방로22길 98 (신대방동)","821-7007","","","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923091251.jpg"
"00009492","크레용헤어","005","이 미용업","서울특별시 서울 양천구 목동동로12길 11(목동)","2646-3693","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009493","베스트크리닝","007","세탁업","서울특별시 서울 양천구 은행정로1길 10(신정동)","02-2648-8272","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","가격이 저렴하고 친절한 모범업소 입니다.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210707163646.jpg"
"00009450","엉터리돼지갈비","001","한식","서울특별시 서대문구 포방터길71","02-379-1583","null","영업시간 : 12:00 ~ 19:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210150231.jpg"
"00009142","다미돈까스","003","경양식일식","서울특별시 서대문구 증가로 260 (북가좌동)","373-3322","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009451","윤헤어","005","이 미용업","서울특별시 서대문구 거북골로 206","02-304-1922","null","영업시간 : 10:00 ~ 20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210150201.jpg"
"00009145","조정현갈비탕","001","한식","서울특별시 서대문구 명물길 43-3 (창천동)","312-5408","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009017","도곡한우소머리국밥","001","한식","서울특별시 강남구 도곡로 172 (도곡동) 지상 1층","02-2057-0252","도곡로 골프로데오거리 중간쯤 뱅뱅사거리 못가서 신한은행도곡남지점옆","영업시간 :06:00~22:00 좌석수 : 휴무일 :연중무휴 배달 :불가능 예약 :가능 카드 :가능 주차 :1대가능 홈페이지 주소 : 전자우편주소 : 기타 :        ","다년간 정육식당을 운영하던 노하우로 엄선된 원재료 조달로 저렴한 가격과 맛을 자랑함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170404102708.jpg"
"00009377","선우동가게","001","한식","서울특별시 남부순환로359길 10 지하1층","02-572-8887","null","영업시간 :11:00~21:30 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132617.jpg"
"00009141","이삭칼국수","001","한식","서울특별시 서대문구 증가로 101 (남가좌동)","3152-8882","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009203","착한생칼국수","001","한식","서울특별시 관악구 관천로 49 (신림동)","없음","신림역 4번출구에서 300여미터 직진 신원시장 안쪽 초입에 위치 주차는 시장 옆 공영주차장 이용","영업시간 : 09:00 ~ 21:30 좌석수 : 25 ~ 30석 휴무일 : 둘째주 화요일(시장휴무일) 배달 : 불가 예약 :  카드 : 가능 주차 : 가능","▷ 신원시장내 위치 ▷ 평균가대비 10%이상 저렴 ▷ 사장님이 꾸준한 봉사활동중임","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180714120608.jpg"
"00009219","불암골 맛있는 집","001","한식","서울특별시 노원구 중계로16가길 17 (중계동)","932-9988","","영업시간 : 11:00~14:30 휴무일 : 일요일 배달 : 불가 주차 : 어려움 ","가격이 저렴하고 친절함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180831095449.jpg"
"00009299","싸리골","001","한식","서울특별시 구로구 구로중앙로22길 7 (구로동)","02-862-1323","","영업시간 : 10~21시 배달 : X 예약 : 예약가능 카드 : 사용가능. 제로페이 가능 주차 : 3대가능 ","좋은 식자재로 깨끗하게 음식을 만듦. 매일 다른 정식메뉴로 사람들에게 SNS마케팅을 함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923093304.jpg"
"00009300","향기가득한 인생감자탕","001","한식","서울특별시 동작구 상도로 319 (상도1동)","824-5780","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923093418.jpg"
"00009353","착한미용실","005","이 미용업","서울특별시 언주로67길 19 1층 103호","02-558-1706","","영업시간 :10:30~18:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :","약이 좋으면서도 가격이 저렴하여 머릿결이 상하지 않도록 최선을 다함. 영양공급도 추가해야될 부분은 무료로 첨가하여 시술","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009383","부부식당","001","한식","서울특별시 강남구 삼성로 343 지상1층 106호","02-563-9241","null","영업시간 :11:00~19:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능(1대) 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132823.jpg"
"00009179","예향","002","중식","서울특별시 강남구 역삼로7길 3 2층(역삼동)","02-539-4431","null","영업시간 : 10:00~22:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :      ","가락시장에서 식자재 직접구입하여 신선한 재료 사용","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180124141033.jpg"
"00009032","만리장성","002","중식","서울특별시 서대문구 홍은중앙로 106 (홍은동)","02-396-9970","null","영업시간 : 07:00~21:00 좌석수 : 휴무일 : 배달 : O 예약 : O 카드 : O 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","다양한 표창수상","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009356","지리산 생고기","001","한식","서울특별시 밤고개로 1길 10 지하2층","02-2040-6776","null","영업시간 :10:00~22:30 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능(2시간 무료) 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190924134401.jpg"
"00009112","두산뉴그린사우나","006","목욕업","서울특별시 금천구 가산로 106 (가산동 주상복합두산아파트)","02-851-8607","","영업시간 : 24시간 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914150217.png"
"00009185","더스푼","001","한식","서울특별시 강남구 역삼로 517 (대치동)","02-567-9889","null","영업시간 : 11:00~13:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180124142243.jpg"
"00009442","테스트","001","한식","서울특별시 테스트","123-4567","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009362","감동헤어","005","이 미용업","서울특별시 광진구 자양로9길 32 (자양동)","","","영업시간 : 매일 10:30~24:00 좌석수 : 휴무일 : 월요일 정기휴무 배달 : 예약 : 예약제 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","1인미용실 반려동물 동반가능 두피클리닉","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190926002414.jpg"
"00009021","신진미용실","005","이 미용업","서울특별시 강북구 한천로 1104 (수유동)","02-993-3337","","영업시간 : 08:00~20:00 좌석수 : 3좌석 휴무일 : 매주 일요일 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20160718162724.jpg"
"00009224","신의주찹쌀순대감자탕","001","한식","서울특별시 강남구 테헤란로27길 22 (역삼동)","02-508-0799","null","영업시간 :24시간 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180927102231.jpg"
"00009207","보글보글 지글지글","001","한식","서울특별시 관악구 난우길 47 (신림동)","02-3281-8253","난우초등학교 앞","영업시간 : 05:00 ~ 22:00 좌석수 : 36석 휴무일 : 일요일 배달 : 가능 예약 :  카드 : 가능 주차 : 불가","▷백반 메인 메뉴가 매일 다르며 반찬을 자율배식으로 원하는 만큼 취식 ▷가족경영으로 원가 절감","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180716105756.jpg"
"00009360","돈먹고돈내고","001","한식","서울특별시 강남구 언주로114길 5","02-514-1276","null","영업시간 :11:30~22:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능(2대) 홈페이지 주소 : 전자우편주소 : 기타 :     ","신선한 재료로 정성껏 만들어 손님들에게 제공하고 있으며 저렴한 가격에 모심.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190924140556.jpg"
"00009386","알리파스타","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로151길 29 1층 101호","02-518-1125","null","영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132925.jpg"
"00009234","노다지","001","한식","서울특별시 강남구 개포로30길 6 (개포동)","02-573-1008","null","영업시간 :07:00~15:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009292","남원집","001","한식","서울특별시 동작구 여의대방로24가길 8 (대방동)","835-7066","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923092456.jpg"
"00009042","실버머리방","005","이 미용업","서울특별시 서대문구 세검정로1길 40 (홍은동)","070-8171-7516","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009372","남도전통순대명가","001","한식","서울특별시 중구 마른내로 121-1 (오장동)","02-2277-4115","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20191010142616.jpg"
"00009033","어가네","001","한식","서울특별시 서대문구 모래내로 377-1 (홍제동)","02-379-5612","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","요일별로 다른메뉴지만 가격통일 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009036","생삼이네","001","한식","서울특별시 서대문구 통일로37길 38 (홍제동)","02-6337-8621","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009358","대청김밥","004","기타외식업(다방패스트푸드등)","서울특별시 개포로621 SH 지하1층","02-226-2928","","영업시간 :07:00~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190924135108.jpg"
"00009182","예자네밥상","001","한식","서울특별시 강남구 테헤란로114길 30 (대치동)","02-553-4675","null","영업시간 : 11:00~20:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","하림닭을 사용하며 푸짐한 양을 자랑함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180124141757.jpg"
