영업상태명,상세영업상태코드,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,별점
영업/정상,1,영업,,185.39,120020.0,서울특별시 서대문구 미근동 267 NH농협생명빌딩 ,서울특별시 서대문구 통일로 81 NH농협생명빌딩 별관 지하1층~2층 (미근동),3739.0,엉클 파스타,20210700000000.0,U,2021-07-23 2:40,한식,197170.6423,451119.1636,한식,1635734234,4.32
영업/정상,1,영업,7088472455,7.0,120834.0,서울특별시 서대문구 창천동 52-125 지층 전부,서울특별시 서대문구 연세로7안길 16-6 지층 (창천동),3788.0,고메스테이크 서교점,20220500000000.0,I,2021-12-04 23:03,기타,194281.2624,450677.6802,,1685763182,3.4
영업/정상,1,영업,,52.8,120808.0,서울특별시 서대문구 대현동 56-28 파크제이드 이화 101호,서울특별시 서대문구 이화여대5길 9 1층 101호 (대현동 파크제이드 이화),3766.0,사라장마켓,20211100000000.0,I,2021-11-03 0:22,기타,195086.2417,450664.0227,기타,-,-
영업/정상,1,영업,02 3032533,152.8,120848.0,서울특별시 서대문구 홍은동 400-9 명지대학교사회교육원,서울특별시 서대문구 가좌로 105 명지대학교사회교육원 1층 (홍은동),3675.0,더드림,20220400000000.0,U,2021-12-03 22:09,한식,193410.9866,453294.5927,,1533870139,4.57
영업/정상,1,영업,,294.97,120834.0,서울특별시 서대문구 창천동 31-15 1층~4층 ,서울특별시 서대문구 연세로 32 (창천동 1층~4층),3776.0,선셋블러바드,20220100000000.0,U,2022-01-05 2:40,기타,194371.6552,450686.6743,기타,1172415386,-
영업/정상,1,영업,203855758,188.07,120827.0,서울특별시 서대문구 연희동 78-20번지 (지하1층~지상1층) ,서울특별시 서대문구 연희로25길 10 (연희동(지하1층~지상1층)),3697.0,지호한방삼계탕 연희점,20180600000000.0,I,2018-08-31 23:59,한식,194173.6177,452285.4201,한식,12958754,4.42
영업/정상,1,영업,,30.0,120807.0,서울특별시 서대문구 남가좌동 340-25 1층 ,서울특별시 서대문구 증가로8길 8-1 1층 (남가좌동),3666.0,야키토리 지중,20211200000000.0,U,2021-12-19 2:40,일식,193248.2552,452827.8838,일식,1066508624,-
영업/정상,1,영업,,33.0,120810.0,서울특별시 서대문구 북가좌동 3-133번지 1층 왼쪽 ,서울특별시 서대문구 증가로12나길 114 1층 (북가좌동),3672.0,한우사랑 정육식당,20190400000000.0,U,2019-04-04 2:40,한식,192831.4791,453432.4177,한식,-,-
영업/정상,1,영업,02  306 9744,18.91,120805.0,서울특별시 서대문구 남가좌동 295-5 좌원상가 제2호 내제7호,서울특별시 서대문구 수색로 42 1층 (남가좌동 좌원상가 제2호 내제7호),3712.0,매화,20220400000000.0,U,2021-12-03 21:00,호프/통닭,192344.5441,452002.2787,,11555290,4.35
영업/정상,1,영업,,58.9,120834.0,서울특별시 서대문구 창천동 52-128번지 지하1층 일부 ,서울특별시 서대문구 연세로9길 17 지하1층 (창천동),3788.0,투비 위드 유,20171200000000.0,I,2018-08-31 23:59,경양식,194263.7693,450687.7679,경양식,1114764321,4.75
영업/정상,1,영업,02  391 5006,41.25,120847.0,서울특별시 서대문구 홍은동 274-20 (지상1층) ,서울특별시 서대문구 연희로 267 (홍은동(지상1층)),3658.0,본죽,20210800000000.0,U,2021-08-27 2:40,한식,194268.24,453186.1561,한식,19866477,4.44
영업/정상,1,영업,,33.05,120855.0,서울특별시 서대문구 홍제동 154-10 2층 일부 ,서울특별시 서대문구 모래내로 465 2층 일부호 (홍제동),3646.0,배떡 홍제점,20201000000000.0,I,2020-10-31 0:23,분식,195180.8377,453730.6107,분식,1897703357,4.52
영업/정상,1,영업,,108.93,120013.0,서울특별시 서대문구 충정로3가 480번지 더스타일하우스디센트럴 ,서울특별시 서대문구 경기대로 26-26 201동 지하1층 B102호 (충정로3가 더스타일하우스디센트럴),3737.0,이디야 충정로3가점,20200400000000.0,I,2020-04-15 0:23,기타,,,기타,1618460651,4.5
영업/정상,1,영업,02  362 3525,43.69,120840.0,서울특별시 서대문구 충정로3가 281-16번지 (지상1층) ,서울특별시 서대문구 충정로2길 19 (충정로3가(지상1층)),3741.0,명물아구찜,20131200000000.0,I,2018-08-31 23:59,탕류(보신용),196794.7013,450946.1312,탕류(보신용),1070773030,4.43
영업/정상,1,영업,02  335 7967,142.42,120834.0,서울특별시 서대문구 창천동 52-58 외 1필지(52-59) 2층 전체,서울특별시 서대문구 연세로7길 18 2층 (창천동),3788.0,오퍼스,20220400000000.0,U,2021-12-03 22:09,한식,194264.4215,450621.4204,,35168686,4.3
영업/정상,1,영업,,45.95,120050.0,서울특별시 서대문구 냉천동 231번지 지하1층 ,서울특별시 서대문구 통일로 151 지하1층 (냉천동),3735.0,웅포차,20170600000000.0,I,2018-08-31 23:59,한식,196801.627,451702.7466,한식,1876200998,4.48
영업/정상,1,영업,02  392 1239,97.18,120833.0,서울특별시 서대문구 창천동 2-28번지 ,서울특별시 서대문구 명물길 43-3 (창천동),3776.0,명물갈비,20160700000000.0,I,2018-08-31 23:59,한식,194493.9004,450726.7992,한식,33878519,4.19
영업/정상,1,영업,,351.25,120834.0,서울특별시 서대문구 창천동 57-20번지 ,서울특별시 서대문구 연세로7길 25 3층 (창천동),3789.0,1943 신촌점,20191100000000.0,I,2019-11-06 0:23,한식,194220.0966,450573.784,한식,1019695652,4.27
영업/정상,1,영업,02 3932283,26.4,120070.0,서울특별시 서대문구 영천동 69-9번지 (지상1층) ,서울특별시 서대문구 성산로 700 (영천동(지상1층)),3734.0,숯불바베큐,20070400000000.0,I,2018-08-31 23:59,기타,196365.6088,452123.2182,기타,318771898,4.48
영업/정상,1,영업,,92.4,120805.0,서울특별시 서대문구 남가좌동 289-73번지 101호 ,,,춘천전통호반닭갈비,20171100000000.0,I,2018-08-31 23:59,한식,,,한식,-,-
영업/정상,1,영업,200000000,498.58,120749.0,서울특별시 서대문구 신촌동 134 연세대학교 ,서울특별시 서대문구 연세로 50 연세대학교 동문회관 3층 (신촌동),3722.0,연세동문회관 플라자점,20211200000000.0,U,2021-12-11 2:40,한식,194584.9592,451381.5855,한식,-,-
영업/정상,1,영업,,14.87,120050.0,서울특별시 서대문구 냉천동 220번지 ,서울특별시 서대문구 통일로 153 1층 (냉천동),3735.0,국민통닭&닭강정,20200500000000.0,I,2020-05-08 0:23,호프/통닭,196782.8941,451730.3573,호프/통닭,-,-
영업/정상,1,영업,264980629,37.74,120806.0,서울특별시 서대문구 남가좌동 329-27 ,서울특별시 서대문구 증가로 99 1층 (남가좌동),3693.0,육이구낙곱새 연희점,20211100000000.0,U,2021-11-07 2:40,한식,193364.5029,452633.9451,한식,1372122123,-
영업/정상,1,영업,,59.4,120834.0,서울특별시 서대문구 창천동 52-120 1층,서울특별시 서대문구 연세로7안길 34-4 1층 (창천동),3788.0,오향미엔,20220400000000.0,I,2021-12-03 22:02,중국식,194193.5714,450669.8426,,1681222394,-
영업/정상,1,영업,,48.68,120130.0,서울특별시 서대문구 북가좌동 481번지 DMC래미안이편한세상 제2단지 제상가1동 지하1층 제1-6호 ,서울특별시 서대문구 수색로 100 (북가좌동 DMC래미안이편한세상 제2단지 제상가1동 지하1층 제1-6호),3709.0,불닭발동대문엽기떡볶이가재울점,20150500000000.0,I,2018-08-31 23:59,분식,192028.4159,452265.9522,분식,-,-
영업/정상,1,영업,203225155,58.5,120834.0,서울특별시 서대문구 창천동 52-146번지 ,서울특별시 서대문구 연세로7안길 28-3 (창천동),3788.0,홍초불닭,20080800000000.0,I,2018-08-31 23:59,경양식,194205.273,450669.5398,경양식,11710665,4.41
영업/정상,1,영업,203637765,13.2,120837.0,서울특별시 서대문구 충정로3가 3-191번지 ,서울특별시 서대문구 경기대로7길 3 (충정로3가),3752.0,온달분식,20020200000000.0,I,2018-08-31 23:59,한식,196560.5413,451198.85,한식,-,-
영업/정상,1,영업,,66.07,120834.0,서울특별시 서대문구 창천동 33-17 3층 ,서울특별시 서대문구 연세로9길 7 3층 (창천동),3788.0,레스트(REST),20201100000000.0,I,2020-11-04 0:23,경양식,194317.4312,450687.4544,경양식,-,-
영업/정상,1,영업,,46.95,120120.0,서울특별시 서대문구 남가좌동 385 DMC파크뷰자이 ,서울특별시 서대문구 가재울미래로 2 205동 1층 105-2호 (남가좌동 DMC파크뷰자이),3709.0,원할머니보쌈족발 가재울배달점,20210800000000.0,U,2021-08-15 2:40,한식,192672.0675,452221.9607,한식,1192937915,4.39
영업/정상,1,영업,,60.0,120812.0,서울특별시 서대문구 북가좌동 291-2 ,서울특별시 서대문구 증가로 223 1층 (북가좌동),3682.0,가마치통닭(북가좌점),20200700000000.0,U,2020-07-29 2:40,호프/통닭,192351.1838,453240.3826,호프/통닭,-,-
영업/정상,1,영업,,56.86,120857.0,서울특별시 서대문구 홍제동 266-191번지 2층 ,서울특별시 서대문구 세검정로3길 56-9 2층 (홍제동),3623.0,바로BARO,20200500000000.0,I,2020-05-23 0:23,기타,195287.6086,454565.6957,기타,1191313807,4.33
영업/정상,1,영업,02 3027862,19.83,120805.0,서울특별시 서대문구 남가좌동 295-5번지 라동 111호(지상1층) ,서울특별시 서대문구 수색로 42 (남가좌동라동 111호(지상1층)),3712.0,단비,20070100000000.0,I,2018-08-31 23:59,호프/통닭,192344.5441,452002.2787,호프/통닭,1484848801,-
영업/정상,1,영업,02  63380239,51.28,120812.0,서울특별시 서대문구 북가좌동 289-3 민성빌라 101호,서울특별시 서대문구 증가로17길 42 1층 101호 (북가좌동 민성빌라),3685.0,엄마손 식당,20211200000000.0,U,2021-12-30 2:40,한식,192391.8976,453087.7513,한식,1702153416,-
영업/정상,1,영업,02 3122290,30.0,120848.0,서울특별시 서대문구 홍은동 409-58번지 ,서울특별시 서대문구 거북골로 11 (홍은동),3662.0,엄니네,20180600000000.0,I,2018-08-31 23:59,호프/통닭,193391.9862,453167.2972,호프/통닭,31395149,-
영업/정상,1,영업,02  336 0900,85.91,120823.0,서울특별시 서대문구 연희동 28-19번지 ,서울특별시 서대문구 연희로10길 86 (연희동),3726.0,이디야커피 연대 서문점,20150800000000.0,I,2018-08-31 23:59,분식,194073.8166,451270.7555,분식,1915601846,4.47
영업/정상,1,영업,02 3231510,36.3,120834.0,서울특별시 서대문구 창천동 57-54 1층 ,서울특별시 서대문구 연세로7길 21 (창천동1층),3789.0,아무술집 신촌점,20201000000000.0,U,2020-10-31 2:40,경양식,194244.267,450590.2452,경양식,1931615731,4.24
영업/정상,1,영업,,30.0,120808.0,서울특별시 서대문구 대현동 54-6 ,서울특별시 서대문구 이화여대2가길 17 1층 (대현동),3767.0,이 사주공간,20200800000000.0,U,2020-08-22 2:40,호프/통닭,195165.1906,450654.6731,호프/통닭,-,-
영업/정상,1,영업,,52.73,120050.0,서울특별시 서대문구 냉천동 181-1,서울특별시 서대문구 통일로9안길 20-10 1층 (냉천동),3735.0,돼지저금통,20220800000000.0,U,2021-12-07 23:04,한식,196818.5413,451587.6035,,1119005392,4.54
영업/정상,1,영업,,23.0,120800.0,서울특별시 서대문구 남가좌동 3-6 ,서울특별시 서대문구 명지대7길 13 1층 (남가좌동),3672.0,멜로우문,20200900000000.0,I,2020-09-13 0:23,기타,193081.0062,453502.1833,기타,1362683820,4.62
영업/정상,1,영업,,85.27,120716.0,서울특별시 서대문구 충정로3가 476 구세군빌딩,서울특별시 서대문구 충정로 7 (충정로3가 구세군빌딩),3737.0,옐로우보울(Yellow Bowl),20220400000000.0,U,2021-12-03 21:00,경양식,196595.5514,450873.2535,,-,-
영업/정상,1,영업,,21.49,120808.0,서울특별시 서대문구 대현동 54-1 무궁화상가아파트,서울특별시 서대문구 이화여대8길 2 무궁화상가아파트 1층 105호 (대현동),3767.0,구구족 이대점,20220600000000.0,U,2021-12-05 23:06,기타,195155.2648,450709.8404,,1186697276,4.42
영업/정상,1,영업,02  362 2109,204.11,120834.0,서울특별시 서대문구 창천동 45-7 지하1층,서울특별시 서대문구 명물길 29-8 지하1층 (창천동),3776.0,비엠(BM),20220400000000.0,U,2021-12-03 22:09,호프/통닭,194451.5164,450699.7287,,-,-
영업/정상,1,영업,,60.0,120825.0,서울특별시 서대문구 연희동 132-51 지층 ,서울특별시 서대문구 연희맛로 33 지층 (연희동),3703.0,째보식당,20220100000000.0,I,2022-01-16 0:22,한식,193799.2517,451744.9938,한식,1445536704,-
영업/정상,1,영업,,80.36,120857.0,서울특별시 서대문구 홍제동 274-36 지상1층 ,서울특별시 서대문구 세검정로 65-1 (홍제동 지상1층),3623.0,미스터피자 홍제점,20210600000000.0,U,2021-06-24 2:40,기타,195307.3389,454606.6772,기타,11826755,4.42
영업/정상,1,영업,02  322 5092,127.83,120825.0,서울특별시 서대문구 연희동 193-20번지 ,서울특별시 서대문구 연희로 81-15 (연희동),3708.0,공룡부대찌개,20190100000000.0,U,2019-01-13 2:40,한식,193668.3819,451497.5571,한식,31364401,4.17
영업/정상,1,영업,,104.8,120848.0,서울특별시 서대문구 홍은동 401-18 ,서울특별시 서대문구 거북골로 20 지층 (홍은동),3675.0,명지골주점,20220200000000.0,U,2022-02-24 2:40,한식,193318.9837,453141.4453,한식,-,-
영업/정상,1,영업,,33.0,120841.0,서울특별시 서대문구 홍은동 9-336,서울특별시 서대문구 홍은중앙로9길 2 1층 (홍은동),3602.0,한양통닭,20220400000000.0,U,2021-12-03 21:00,호프/통닭,195361.6077,455246.1021,,-,-
영업/정상,1,영업,02  312 9494,116.1,120834.0,서울특별시 서대문구 창천동 52-159 1층 전부,서울특별시 서대문구 연세로9길 34-4 1층 (창천동),3788.0,굽네치킨 신촌점,20220500000000.0,U,2021-12-04 22:02,호프/통닭,194195.784,450719.412,,31737727,4.49
영업/정상,1,영업,02  365 6282,34.71,120833.0,서울특별시 서대문구 창천동 13-3 지하1층 전체,서울특별시 서대문구 명물길 36-6 지하1층 (창천동),3777.0,행복은간장밥 신촌명물거리점,20220700000000.0,U,2021-12-06 23:04,외국음식전문점(인도태국등),194511.0842,450646.0677,,1863646360,-
영업/정상,1,영업,,23.14,120838.0,서울특별시 서대문구 충정로3가 162-7번지 ,서울특별시 서대문구 충정로5길 6 (충정로3가),3737.0,단독,20170100000000.0,I,2018-08-31 23:59,호프/통닭,196736.8088,451159.9968,호프/통닭,1348352423,-
영업/정상,1,영업,,21.0,120834.0,서울특별시 서대문구 창천동 67-16 ,서울특별시 서대문구 신촌로11길 35-7 1층 (창천동),3786.0,아워즈(OURS),20210100000000.0,U,2021-01-27 2:40,경양식,194011.2934,450678.3457,경양식,-,-
영업/정상,1,영업,,33.0,,,서울특별시 서대문구 연희로36길 10 (연희동),3718.0,에쏘하우스(ESSO HOUSE),20140400000000.0,I,2018-08-31 23:59,까페,194337.0013,452923.1367,까페,-,-
영업/정상,1,영업,02  54558893,24.16,120100.0,서울특별시 서대문구 홍은동 439-1번지 지하2층(홍은동아더프라임210호) ,서울특별시 서대문구 통일로 530 (홍은동 지하2층(홍은동아더프라임210호)),3614.0,굳새닭,20171100000000.0,I,2018-08-31 23:59,호프/통닭,194698.5687,454763.6337,호프/통닭,-,-
영업/정상,1,영업,,76.74,120807.0,서울특별시 서대문구 남가좌동 343-38,서울특별시 서대문구 거북골로 43 2층 (남가좌동),3665.0,크로플라,20220800000000.0,U,2021-12-08 0:05,중국식,193146.6456,452955.5092,,-,-
영업/정상,1,영업,,26.4,120060.0,서울특별시 서대문구 옥천동 71-2 72-273-2(지상1층) ,서울특별시 서대문구 영천시장길 50 (옥천동72-273-2(지상1층)),3734.0,독립문맛집,20210700000000.0,U,2021-07-31 2:40,한식,196564.5734,451973.9824,한식,37398347,4.39
영업/정상,1,영업,02 3942285,65.87,120859.0,서울특별시 서대문구 홍제동 330-112 1층,서울특별시 서대문구 통일로39가길 27 (홍제동 1층),3637.0,봉평메밀촌,20220600000000.0,U,2021-12-07 0:02,한식,194872.2284,454093.3991,,36294815,4.23
영업/정상,1,영업,,60.0,120821.0,서울특별시 서대문구 북아현동 156-36 ,서울특별시 서대문구 신촌로 245 지하1층 (북아현동),3774.0,치킨플러스 북아현점,20211000000000.0,I,2021-10-29 0:22,호프/통닭,195811.2257,450579.2667,호프/통닭,1218174925,-
영업/정상,1,영업,,27.57,120834.0,서울특별시 서대문구 창천동 52-156번지 ,서울특별시 서대문구 연세로11길 22 (창천동),3788.0,유자유 김치떡볶이,20170800000000.0,I,2018-08-31 23:59,호프/통닭,194243.5071,450753.4685,호프/통닭,1197641297,4.6
영업/정상,1,영업,,48.0,120833.0,서울특별시 서대문구 창천동 29-61번지 ,서울특별시 서대문구 연세로2길 19 (창천동),3779.0,무교동낙지골,20130200000000.0,I,2018-08-31 23:59,한식,194452.9015,450432.1762,한식,21697536,-
영업/정상,1,영업,,82.31,120808.0,서울특별시 서대문구 대현동 54-6,서울특별시 서대문구 이화여대2가길 17 2층 (대현동),3767.0,덮밥만드는남자 이대점,20220400000000.0,I,2021-12-03 23:03,한식,195165.1906,450654.6731,,1212057399,-
영업/정상,1,영업,,7.42,120808.0,서울특별시 서대문구 대현동 60-11 신촌박스퀘어 1층 24호,서울특별시 서대문구 신촌역로 22-5 신촌 박스퀘어 1층 24호 (대현동),3766.0,인생우짜,20210800000000.0,U,2021-08-29 2:40,중국식,194955.4064,450620.4637,중국식,-,-
영업/정상,1,영업,,50.33,120809.0,서울특별시 서대문구 대현동 110-15 ,서울특별시 서대문구 연세로2마길 30 2층 (대현동),3777.0,이태리마담 신촌점,20210400000000.0,I,2021-04-18 0:22,경양식,194824.0305,450694.0673,경양식,1796413469,4.86
영업/정상,1,영업,,33.0,120848.0,서울특별시 서대문구 홍은동 401-15 1층 좌측,서울특별시 서대문구 명지대길 10 1층 좌측 (홍은동),3675.0,라와 마라탕,20220400000000.0,I,2021-12-03 22:00,중국식,193315.8118,453171.8234,,-,-
영업/정상,1,영업,,38.0,120801.0,서울특별시 서대문구 남가좌동 78-53번지 1층 일부 ,서울특별시 서대문구 가재울로4길 3 1층 일부호 (남가좌동),3694.0,추닭집,20200400000000.0,I,2020-04-18 0:23,호프/통닭,193068.6571,452471.8245,호프/통닭,1293289708,-
영업/정상,1,영업,02  337 9950,151.7,120834.0,서울특별시 서대문구 창천동 57-33 ,서울특별시 서대문구 연세로5가길 21 2층 (창천동),3789.0,브로스,20200800000000.0,U,2020-09-02 2:40,통닭(치킨),194221.5198,450550.4852,통닭(치킨),1116374944,-
영업/정상,1,영업,,23.0,120805.0,서울특별시 서대문구 남가좌동 291-60번지 1층 ,서울특별시 서대문구 수색로2길 3 1층 (남가좌동),3712.0,모래내즉석우동짜장,20180100000000.0,I,2018-08-31 23:59,중국식,192510.4501,451861.7865,중국식,1659572872,4.34
영업/정상,1,영업,,15.0,120857.0,서울특별시 서대문구 홍제동 295-25 ,서울특별시 서대문구 인왕시장길 46 1층 2호 (홍제동),3628.0,엠카딜로(Mcadillo),20200800000000.0,I,2020-08-06 0:23,한식,195009.0084,454358.7873,한식,-,-
영업/정상,1,영업,,16.53,120030.0,서울특별시 서대문구 합동 31-13 ,서울특별시 서대문구 서소문로 43-45 1층 A-2호 (합동),3741.0,홀썸푸드(wholesome food),20220100000000.0,U,2022-01-06 2:40,기타,196838.683,450945.3304,기타,-,-
영업/정상,1,영업,02 3071344,49.5,120806.0,서울특별시 서대문구 남가좌동 329-7번지 1층 ,서울특별시 서대문구 모래내로 247 (남가좌동1층),3693.0,황귀닭곰탕,20181200000000.0,U,2018-12-15 2:40,한식,193374.7397,452620.8696,한식,1047989701,-
영업/정상,1,영업,,41.32,120813.0,서울특별시 서대문구 북가좌동 300-1 ,서울특별시 서대문구 응암로 80-4 (북가좌동),3683.0,추억의포차,20210800000000.0,U,2021-08-07 2:40,한식,192131.8954,453058.376,한식,1570939145,4.11
영업/정상,1,영업,02  379 1043,29.06,120857.0,서울특별시 서대문구 홍제동 264-9번지 ,서울특별시 서대문구 세무서5길 35 (홍제동),3628.0,홍원식당,20100200000000.0,I,2018-08-31 23:59,한식,195046.5767,454366.3435,한식,18283767,4.02
영업/정상,1,영업,,88.52,120809.0,서울특별시 서대문구 대현동 90-73 ,서울특별시 서대문구 이화여대1길 33 1층 (대현동),3766.0,로컬식당,20210800000000.0,U,2021-08-04 2:40,경양식,194978.1602,450539.4968,경양식,1966414211,-
영업/정상,1,영업,,85.0,120825.0,서울특별시 서대문구 연희동 189-16번지 1층 ,서울특별시 서대문구 연희맛로 17-13 1층 (연희동),3707.0,주반여름,20170700000000.0,I,2018-08-31 23:59,한식,193663.4529,451614.9846,한식,1588835609,4.45
영업/정상,1,영업,02  395 6607,71.93,120857.0,서울특별시 서대문구 홍제동 266-24 (지상1층) ,서울특별시 서대문구 세무서길 73 (홍제동(지상1층)),3624.0,60계치킨 홍제홍은점,20200800000000.0,U,2020-08-16 2:40,호프/통닭,195215.7826,454320.7652,호프/통닭,1031441160,4.43
영업/정상,1,영업,,48.6,120100.0,서울특별시 서대문구 홍은동 48-180 ,서울특별시 서대문구 세검정로 7-1 1층 (홍은동),3616.0,피자디,20210400000000.0,I,2021-04-14 0:22,패밀리레스트랑,194839.7124,454410.4518,패밀리레스트랑,1509130203,5
영업/정상,1,영업,,33.0,120848.0,서울특별시 서대문구 홍은동 421-24 1층 좌 ,서울특별시 서대문구 명지대길 40 1층 좌호 (홍은동),3675.0,부산자갈치 꼼장어,20201100000000.0,I,2020-11-13 0:23,한식,193247.521,453307.3295,한식,1204169686,-
영업/정상,1,영업,,33.0,120836.0,서울특별시 서대문구 창천동 288,서울특별시 서대문구 신촌로3길 29 1층 (창천동),3783.0,365 컴퍼니(365 company),20220400000000.0,U,2021-12-03 21:00,기타,193689.9353,450782.7796,,-,-
영업/정상,1,영업,02 3378515,24.4,120834.0,서울특별시 서대문구 창천동 30-8 ,서울특별시 서대문구 연세로 3-3 1층 (창천동),3789.0,동경집,20200900000000.0,U,2020-09-06 2:40,한식,194334.2036,450391.5385,한식,1286773065,4.54
영업/정상,1,영업,02  322 0092,55.04,120834.0,서울특별시 서대문구 창천동 57-35,서울특별시 서대문구 연세로5가길 28 (창천동),3789.0,군삼겹신촌점,20220400000000.0,U,2021-12-03 23:03,한식,194200.4384,450574.0075,,-,-
영업/정상,1,영업,,27.19,120808.0,서울특별시 서대문구 대현동 45-5 이화인비따레오피스텔,서울특별시 서대문구 신촌로 189 이화인비따레오피스텔 지하2층 B208호 (대현동),3767.0,신촌 정직한 족발,20220500000000.0,I,2021-12-05 0:08,한식,195245.2012,450551.1286,,-,-
영업/정상,1,영업,200000000,16.22,120805.0,서울특별시 서대문구 남가좌동 275-48번지 ,,,고흥집,20181200000000.0,U,2018-12-14 2:40,한식,,,한식,1122189750,-
영업/정상,1,영업,02  313 7004,51.0,120833.0,서울특별시 서대문구 창천동 29-56번지 1층 ,,,밀하우스,20180500000000.0,I,2018-08-31 23:59,기타,194447.0603,450457.4413,기타,1150863681,-
영업/정상,1,영업,,23.21,120809.0,서울특별시 서대문구 대현동 104-5 신촌푸르지오시티 1층 104호,서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 1층 104호 (대현동),3780.0,지니(genie),20220700000000.0,I,2021-12-06 22:08,기타,194855.9109,450573.6904,,-,-
영업/정상,1,영업,02 3091155,61.63,120814.0,서울특별시 서대문구 북가좌동 326-6 1층 ,서울특별시 서대문구 응암로 89 1층 (북가좌동),3678.0,왕돈가스 왕냉면,20210900000000.0,U,2021-09-08 2:40,경양식,192150.0381,453203.0543,경양식,1801126453,4.14
영업/정상,1,영업,,54.0,120859.0,서울특별시 서대문구 홍제동 332-2,서울특별시 서대문구 통일로39길 22-21 1층 (홍제동),3637.0,금야포차,20220700000000.0,I,2021-12-06 23:06,호프/통닭,194900.2208,453998.5383,,-,-
영업/정상,1,영업,,70.09,120825.0,서울특별시 서대문구 연희동 130-11 ,서울특별시 서대문구 연희맛로 17-16 좌측 1층 (연희동),3707.0,연희동 그집,20200700000000.0,U,2020-07-15 2:40,한식,193654.1409,451668.9635,한식,1615472915,4.78
영업/정상,1,영업,,39.0,120834.0,서울특별시 서대문구 창천동 53-75번지 1층 전체 ,서울특별시 서대문구 신촌로11길 62 1층 (창천동),3787.0,키친봄날,20171000000000.0,I,2018-08-31 23:59,까페,194136.7145,450741.9012,까페,37578215,4.78
영업/정상,1,영업,,71.51,120834.0,서울특별시 서대문구 창천동 52-124번지 (지하1층) ,서울특별시 서대문구 연세로7안길 16-4 (창천동(지하1층)),3788.0,한림돈가,20190900000000.0,U,2019-09-06 2:40,경양식,194281.1363,450667.7796,경양식,37688284,4.38
영업/정상,1,영업,,29.6,120825.0,서울특별시 서대문구 연희동 188-5번지 ,서울특별시 서대문구 연희로 89 (연희동),3708.0,홍대삭,20160600000000.0,I,2018-08-31 23:59,분식,193764.8445,451556.4441,분식,35069411,4.35
영업/정상,1,영업,,105.57,120834.0,서울특별시 서대문구 창천동 31-86 ,서울특별시 서대문구 명물길 33 1층 (창천동),3776.0,건륭 산시도삭면,20200900000000.0,U,2020-09-23 2:40,중국식,194475.4622,450677.185,중국식,1538145919,4.34
영업/정상,1,영업,7076771113,96.0,120848.0,서울특별시 서대문구 홍은동 421-14 2층,서울특별시 서대문구 명지대길 24 2층 (홍은동),3675.0,스시하나에,20220400000000.0,U,2021-12-03 21:00,일식,193294.8482,453245.6955,,38299775,4.39
영업/정상,1,영업,,33.34,120812.0,서울특별시 서대문구 북가좌동 295-18,서울특별시 서대문구 증가로23나길 25 1층 (북가좌동),3682.0,스시문,20220500000000.0,I,2021-12-04 22:05,일식,192221.6707,453136.6621,,1410815404,-
영업/정상,1,영업,070 81150486,64.3,120859.0,서울특별시 서대문구 홍제동 158-30번지 지하1층 ,서울특별시 서대문구 통일로 417 지하1층 (홍제동),3646.0,노리터,20181000000000.0,U,2018-10-12 23:59,까페,195177.1102,453807.4855,까페,1799363305,-
영업/정상,1,영업,2,64.22,120834.0,서울특별시 서대문구 창천동 57-50번지 ,서울특별시 서대문구 연세로7길 15 (창천동),3789.0,보이스카웃,20010600000000.0,I,2018-08-31 23:59,경양식,194262.8736,450589.4312,경양식,-,-
영업/정상,1,영업,,52.24,120834.0,서울특별시 서대문구 창천동 33-34번지 ,서울특별시 서대문구 연세로7안길 6 지하1층 (창천동),3788.0,오늘통닭1,20120400000000.0,I,2018-08-31 23:59,기타,194311.881,450634.7972,기타,1753970060,4.41
영업/정상,1,영업,,21.45,120784.0,서울특별시 서대문구 홍제동 459 홍제원현대아파트상가 1동,서울특별시 서대문구 통일로34길 35 홍제원현대아파트상가 1동 1층 17호 (홍제동),3632.0,믿음(토속음식점),20220400000000.0,U,2021-12-03 21:00,한식,195477.913,453929.325,,-,-
영업/정상,1,영업,,78.62,120806.0,서울특별시 서대문구 남가좌동 325-17번지 ,서울특별시 서대문구 증가로10길 36-7 (남가좌동),3665.0,삼겹베네,20120400000000.0,I,2018-08-31 23:59,한식,193258.6468,452930.6952,한식,1244111561,4.81
영업/정상,1,영업,203023773,49.66,120815.0,서울특별시 서대문구 북가좌동 330-15 ,서울특별시 서대문구 증가로 258 (북가좌동),3677.0,연안식당,20211000000000.0,U,2021-10-24 2:40,한식,192129.297,453501.3512,한식,1425402536,4.26
영업/정상,1,영업,,186.87,120827.0,서울특별시 서대문구 연희동 78-22번지 ,서울특별시 서대문구 연희로25길 12 지11층 (연희동),3697.0,비스트로 카덴,20190700000000.0,I,2019-07-20 2:21,일식,194161.5092,452273.1013,일식,1480501094,4.19
