,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,별점
507,영업,,49.5,135845.0,서울특별시 강남구 대치동 942-13번지 지상1층 ,서울특별시 강남구 테헤란로82길 11 지상1층 (대치동),6178.0,곰스육공삼,20160200000000.0,I,2018-08-31 23:59,분식,205070.0096,444892.6969,분식,387164567,4.29
508,영업,02  34465544,22.0,135893.0,서울특별시 강남구 신사동 602 ,서울특별시 강남구 압구정로30길 45 지상1층 (신사동),6022.0,씨지브이압구정5,20210400000000.0,U,2021-04-22 2:40,경양식,202530.1848,446900.9612,경양식,-,-
509,영업,031 525 2233,631.77,135847.0,서울특별시 강남구 대치동 948번지 ,서울특별시 강남구 영동대로 417 지하2층 (대치동 오토웨이),6182.0,파크에테이블(Park et Table),20170500000000.0,I,2018-08-31 23:59,한식,205564.0906,444887.7416,한식,-,-
510,영업,02 5789958,112.2,135963.0,서울특별시 강남구 개포동 1225-4,서울특별시 강남구 논현로14길 13 1층 (개포동),6312.0,북경,20220800000000.0,U,2021-12-07 23:01,중국식,204205.6161,441502.5179,,38729475,4.19
511,영업,,111.77,135913.0,서울특별시 강남구 역삼동 655-7,서울특별시 강남구 언주로107길 23 지상2층 주방1호 (역삼동),6137.0,주식회사 키친스탠다드,20220500000000.0,U,2021-12-04 22:01,한식,203236.8723,445017.3665,,-,-
512,영업,,96.41,135890.0,서울특별시 강남구 신사동 553-10번지 ,서울특별시 강남구 도산대로25길 47 지상1층 (신사동),6033.0,오늘잡은 안동갈비,20151200000000.0,I,2018-08-31 23:59,한식,202198.3692,446700.1223,한식,21060972,4.38
513,영업,02  508 1723,99.0,135840.0,서울특별시 강남구 대치동 897-28 지상1층,서울특별시 강남구 테헤란로64길 24 (대치동지상1층),6198.0,감탄회관 선릉점,20220400000000.0,U,2021-12-04 0:09,통닭(치킨),204480.4097,444568.4837,,1242814794,-
514,영업,,66.43,135827.0,서울특별시 강남구 논현동 198-20번지 지상1층 ,서울특별시 강남구 강남대로112길 11 (논현동지상1층),6120.0,논현곱창,20120300000000.0,I,2018-08-31 23:59,일식,202161.2354,444814.4401,일식,11725899,4.46
515,영업,,17.82,135200.0,서울특별시 강남구 자곡동 669 강남블루지움 ,서울특별시 강남구 밤고개로 219 강남블루지움 지상1층 103호 (자곡동),6370.0,파스토보이 수서위례점,20211000000000.0,U,2021-10-08 2:40,경양식,,,경양식,1087030766,-
516,영업,,91.26,135513.0,서울특별시 강남구 역삼동 704-54 지하1층,서울특별시 강남구 선릉로93길 32 (역삼동지하1층),6148.0,도화오뎅,20220800000000.0,U,2021-12-08 0:07,분식,204000.6661,444726.0437,,-,-
517,영업,02  20885844,155.6,135816.0,서울특별시 강남구 논현동 67-27 빌딩 모노폴(Building Monopole) ,서울특별시 강남구 도산대로34길 22 빌딩 모노폴(Building Monopole) 지하1층 (논현동),6049.0,오프닝,20210700000000.0,I,2021-07-15 0:22,기타,202676.092,446297.5599,기타,1201375837,4.91
518,영업,,22.5,135513.0,서울특별시 강남구 역삼동 700-21번지 ,서울특별시 강남구 언주로94길 9-5 지상2층 3호 (역삼동),6147.0,딜리버리푸드,20200300000000.0,I,2020-03-19 0:23,분식,203727.8898,444728.3548,분식,897552314,4.55
519,영업,02  62149981,244.38,135908.0,서울특별시 강남구 역삼동 619-18,서울특별시 강남구 테헤란로1길 42 지상1층 (역삼동),6129.0,설빙 강남역지점,20220400000000.0,U,2021-12-03 22:04,까페,202331.7999,444321.9238,,-,-
520,영업,,229.75,135897.0,서울특별시 강남구 신사동 659-13 ,서울특별시 강남구 압구정로50길 18 지상2층 (신사동),6018.0,쟈니하우스 압구정본점,20201100000000.0,I,2020-11-06 0:23,경양식,203267.1195,447224.4717,경양식,1844052485,-
521,영업,,39.6,135829.0,서울특별시 강남구 논현동 226-6 ,서울특별시 강남구 봉은사로33길 32 지상1층 (논현동),6107.0,푸드씨,20220100000000.0,I,2022-01-19 0:22,한식,203035.417,445317.142,한식,1626062360,-
522,영업,7089876248,95.6,135887.0,서울특별시 강남구 신사동 504-11,서울특별시 강남구 강남대로 652 지상2층 205호 (신사동),6027.0,엘피노323,20220400000000.0,I,2021-12-03 22:03,외국음식전문점(인도태국등),201620.4462,446358.5428,,38526674,4.49
523,영업,,14.48,135820.0,서울특별시 강남구 논현동 108 논현웰스톤,서울특별시 강남구 학동로43길 38 지하2층 B201호 주방15호 (논현동 논현웰스톤),6059.0,피자오 논현2호점,20220300000000.0,I,2021-12-02 21:00,외국음식전문점(인도태국등),203292.307,446247.5115,,-,-
524,영업,02 5632250,55.11,135879.0,서울특별시 강남구 삼성동 154-8번지 지하2층 ,서울특별시 강남구 테헤란로87길 35 (삼성동지하2층),6167.0,조이앤푸드,20110700000000.0,I,2018-08-31 23:59,한식,205015.3865,445298.227,한식,-,-
525,영업,02  563 5132,48.74,135839.0,서울특별시 강남구 대치동 889-5 지하1층 118호 ,서울특별시 강남구 테헤란로 406 (대치동 지하1층 118호),6192.0,우남정,20210800000000.0,U,2021-09-01 2:40,한식,204325.144,444689.0952,한식,121202498,4.2
526,영업,02  554 8407,97.79,135914.0,서울특별시 강남구 역삼동 667-6번지 ,서울특별시 강남구 논현로 540 지상1층 (역삼동),6136.0,빨간모자피자 역삼점,20150600000000.0,I,2018-08-31 23:59,기타,203069.48,444698.63,기타,-,-
527,영업,02  555 3059,243.15,135931.0,서울특별시 강남구 역삼동 811-13번지 ,서울특별시 강남구 봉은사로4길 23 지상23층 (역삼동),6123.0,까치양조장,20190400000000.0,I,2019-04-20 2:20,기타,202292.6767,444563.4,기타,-,-
528,영업,070 70779490,4.0,135820.0,서울특별시 강남구 논현동 108 논현웰스톤 ,서울특별시 강남구 학동로43길 38 지하2층 제비201호 주방32호 (논현동 논현웰스톤),6059.0,러블리 버블리,20210500000000.0,I,2021-05-08 0:22,기타,203292.307,446247.5115,기타,1187057881,-
529,영업,02  546 6114,248.1,135870.0,서울특별시 강남구 삼성동 69-14번지 ,서울특별시 강남구 삼성로 622 1층 (삼성동),6085.0,카페싸이공,20180700000000.0,I,2018-08-31 23:59,기타,204563.7718,445888.711,기타,1475322033,4.18
530,영업,,128.83,135998.0,서울특별시 강남구 대치동 931-26번지 지상1층 ,서울특별시 강남구 삼성로 317 (대치동지상1층),6203.0,건업리청국장과보리밥,20180800000000.0,I,2018-08-31 23:59,경양식,205221.0075,444223.1762,경양식,-,-
531,영업,02 5145545,59.4,135954.0,서울특별시 강남구 청담동 78-9번지 지하1층 ,서울특별시 강남구 압구정로60길 8 (청담동지하1층),6014.0,밥도,20100500000000.0,I,2018-08-31 23:59,분식,203628.0662,447189.5652,분식,31413934,-
532,영업,,33.06,135998.0,서울특별시 강남구 대치동 936 ,서울특별시 강남구 선릉로 312 1층 2호 (대치동),6206.0,컴포즈커피 대치한티점,20210400000000.0,U,2021-04-07 2:40,한식,204588.1879,443925.2445,한식,1469093543,4.71
533,영업,,91.71,135864.0,서울특별시 강남구 삼성동 9-12번지 지상1층 ,서울특별시 강남구 선릉로122길 8 (삼성동지상1층),6092.0,이곧,20181000000000.0,U,2018-10-24 2:36,한식,203716.4537,445827.6521,한식,1781923542,4.4
534,영업,,8.9,135820.0,서울특별시 강남구 논현동 108 논현웰스톤,서울특별시 강남구 학동로43길 38 지하2층 비201호 주방44호 (논현동 논현웰스톤),6059.0,에스씨피스쿱(SCP.Scoop),20220300000000.0,U,2021-12-02 21:01,경양식,203292.307,446247.5115,,-,-
535,영업,,10.71,135912.0,서울특별시 강남구 역삼동 649 유니언타운 강남 ,서울특별시 강남구 강남대로94길 28 유니언타운 강남 지하2층 (역삼동),6134.0,지니스샐러드  Jinnie's salad,20210400000000.0,U,2021-04-29 2:40,기타,202546.8456,444157.6253,기타,-,-
536,영업,200000000,55.25,135875.0,서울특별시 강남구 삼성동 140-16번지 ,서울특별시 강남구 선릉로96길 13 (삼성동),6161.0,본가식당,20180300000000.0,I,2018-08-31 23:59,한식,204290.7613,444911.204,한식,1576594789,4.19
537,영업,,47.0,135825.0,서울특별시 강남구 논현동 164-2 제아메디컬빌딩 ,서울특별시 강남구 강남대로 516 제아메디컬빌딩 102호 (논현동),6114.0,크롬(Chrom),20200900000000.0,U,2020-09-20 2:40,기타,201978.3023,445117.8887,기타,-,-
538,영업,,60.0,135949.0,서울특별시 강남구 청담동 19-19 ,서울특별시 강남구 선릉로148길 52 지상1층 (청담동),6064.0,청담19,20201100000000.0,U,2020-11-13 2:40,한식,203799.4573,446738.757,한식,-,-
539,영업,234460037,73.69,135816.0,서울특별시 강남구 논현동 63-5 ,서울특별시 강남구 언주로149길 7 (논현동),6048.0,장성생태전문점,20210200000000.0,U,2021-02-19 2:40,한식,202893.6548,446466.8833,한식,19882359,4.44
540,영업,02 4596424,39.0,135516.0,서울특별시 강남구 일원동 678-5번지 지상1층 ,서울특별시 강남구 양재대로33길 20 (일원동지상1층),6343.0,목포해물탕아구찜,20141100000000.0,I,2018-08-31 23:59,분식,207257.2889,443186.5726,분식,18184591,4.38
541,영업,,2.7,135814.0,서울특별시 강남구 논현동 20-9 ,서울특별시 강남구 강남대로136길 5-4 지하 1층 7호 (논현동),6043.0,순딜리버리 7호점,20201100000000.0,I,2020-11-08 0:23,경양식,201815.5144,445681.1051,경양식,-,-
542,영업,,29.82,135957.0,서울특별시 강남구 청담동 131-22번지 ,서울특별시 강남구 영동대로138길 21 B01호 (청담동),6075.0,그롬(GROM),20120900000000.0,I,2018-08-31 23:59,패스트푸드,204903.344,446807.2781,패스트푸드,-,-
543,영업,,58.18,135841.0,서울특별시 강남구 대치동 907-4번지 ,서울특별시 강남구 선릉로76길 20 1층 (대치동),6198.0,유쾌한 접시,20200300000000.0,U,2020-03-28 2:40,한식,204538.5172,444380.6483,한식,13567779,4.72
544,영업,,45.0,135919.0,서울특별시 강남구 역삼동 711-6 역삼자이 ,서울특별시 강남구 언주로 408 역삼자이 지하1층 B20호 (역삼동),6214.0,홍대낙곱새미장원 강남점,20210400000000.0,I,2021-04-25 0:22,한식,203882.778,444136.167,한식,1726872789,-
545,영업,,255.15,135818.0,서울특별시 강남구 논현동 85-11번지 ,서울특별시 강남구 언주로133길 11 지상2층 (논현동),6053.0,두모감자탕,20121200000000.0,I,2018-08-31 23:59,한식,202962.0212,445985.256,한식,-,-
546,영업,,99.0,135812.0,서울특별시 강남구 논현동 5-13번지 지하1층 ,서울특별시 강남구 도산대로12길 7 (논현동지하1층),6039.0,명동칼국수,20180300000000.0,I,2018-08-31 23:59,한식,202022.5722,446107.9156,한식,20631212,4.23
547,영업,,288.88,135909.0,서울특별시 강남구 역삼동 641-14번지 ,서울특별시 강남구 논현로93길 6 1층 (역삼동),6131.0,뮬리,20180600000000.0,I,2018-08-31 23:59,경양식,203073.9447,444434.3314,경양식,228601407,4.42
548,영업,,149.65,135840.0,서울특별시 강남구 대치동 896-34,서울특별시 강남구 선릉로86길 40 지상3층 (대치동),6197.0,위스키 레이블,20220400000000.0,U,2021-12-04 0:03,호프/통닭,204610.1685,444628.6712,,1593774131,-
549,영업,,60.0,135845.0,서울특별시 강남구 대치동 942-16 거봉INC ,서울특별시 강남구 삼성로86길 11 거봉INC 지하1층 (대치동),6178.0,더바,20201000000000.0,I,2020-10-30 0:23,경양식,205085.717,444854.4728,경양식,1151698064,-
550,영업,,30.82,135909.0,서울특별시 강남구 역삼동 638-20번지 ,서울특별시 강남구 논현로95길 34 (역삼동),6131.0,강남치킨,20181200000000.0,U,2018-12-15 2:40,호프/통닭,202868.9325,444390.2766,호프/통닭,35734815,4.44
551,영업,02 5087656,79.74,135841.0,서울특별시 강남구 대치동 901-75번지 ,서울특별시 강남구 역삼로77길 13 (대치동),6196.0,제이제이,20121000000000.0,I,2018-08-31 23:59,분식,204898.386,444572.0544,분식,13346458,4.19
552,영업,02 3656884,202.8,135812.0,서울특별시 강남구 논현동 11-17번지 지상2층 ,서울특별시 강남구 도산대로16길 18 지상2층 (논현동),6039.0,예담,20130800000000.0,I,2018-08-31 23:59,기타,202137.9558,446064.9227,기타,20471557,4.53
553,영업,,72.5,135090.0,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로 513 컨벤션센터동 지하1층 I106호 (삼성동 코엑스몰),6164.0,멘무샤,20220700000000.0,U,2021-12-06 21:00,한식,205130.5917,445590.0968,,-,-
554,영업,,520.45,135936.0,서울특별시 강남구 역삼동 831-3 지하1층 ,서울특별시 강남구 강남대로78길 8 지하1층 (역삼동 한국빌딩),6242.0,이자카야나무(강남역2호점),20211000000000.0,U,2021-10-22 2:40,일식,202589.1316,443620.7611,일식,-,-
555,영업,02  516 4588,29.7,135957.0,서울특별시 강남구 청담동 125-22번지 1층 ,서울특별시 강남구 도산대로 521 (청담동1층),6013.0,본죽청담프리마점,20100700000000.0,I,2018-08-31 23:59,한식,204383.1121,446959.8486,한식,13480808,4.49
556,영업,,27.22,135890.0,서울특별시 강남구 신사동 554번지 ,서울특별시 강남구 논현로159길 57 지상101호 (신사동 옥인빌딩),6033.0,코지코지,20120200000000.0,I,2018-08-31 23:59,한식,202027.7837,446592.7254,한식,165175134,4.48
557,영업,5663599,100.89,135882.0,서울특별시 강남구 삼성동 169-13 지하1층 ,서울특별시 강남구 테헤란로103길 8-8 (삼성동지하1층),6173.0,예향,20200800000000.0,U,2020-08-23 2:40,한식,205671.4195,445320.5615,한식,19867464,4.09
558,영업,02  515 9255,52.08,135833.0,서울특별시 강남구 논현동 277-1번지 ,서울특별시 강남구 선릉로111길 43 (논현동),6103.0,나향반점,20190600000000.0,U,2019-06-23 2:40,한식,203474.305,445297.995,한식,1311241822,4.36
559,영업,,40.0,135190.0,서울특별시 강남구 세곡동 525 강남데시앙파크 ,서울특별시 강남구 헌릉로590길 63 지상1층 105호 (세곡동 강남데시앙파크),6366.0,호식이두마리치킨 세곡점,20220200000000.0,I,2022-02-16 0:22,기타,208882.3774,439796.0447,기타,1814745118,-
560,영업,,50.42,135777.0,서울특별시 강남구 대치동 892번지 포스코센터 ,서울특별시 강남구 테헤란로 440 포스코센터 지하1층 D존D01호 (대치동),6194.0,pho38(포삼팔),20180300000000.0,I,2018-08-31 23:59,한식,204895.31,444842.9234,한식,-,-
561,영업,02  577 4800,54.54,135964.0,서울특별시 강남구 개포동 1238번지 석인빌딩 ,서울특별시 강남구 개포로 202 석인빌딩 지상1층 102 103호 (개포동),6307.0,카페 더 벨라,20180900000000.0,U,2018-09-21 23:59,기타,203909.6038,441776.3028,기타,1319073571,4.24
562,영업,02 5125825,143.4,135090.0,서울특별시 강남구 삼성동 159-7번지 ,서울특별시 강남구 테헤란로 517 지상10층 (삼성동 현대백화점),6164.0,일치프리아니 현대무역센터점,20190500000000.0,U,2019-05-31 2:40,경양식,205210.3588,445154.4223,경양식,31601293,4.18
563,영업,,37.02,135502.0,서울특별시 강남구 대치동 995-16 호텔 글래드 강남 코엑스센터,서울특별시 강남구 테헤란로 610 호텔 글래드 강남 코엑스센터 지상1층 지하2층 (대치동),6174.0,카페 G,20220500000000.0,I,2021-12-05 0:07,기타,205636.3675,445183.0353,,33167047,4.57
564,영업,,82.25,135825.0,서울특별시 강남구 논현동 145-10번지 ,서울특별시 강남구 강남대로124길 27 지상1층 (논현동),6114.0,주방류,20181100000000.0,U,2018-11-18 2:37,한식,202124.0396,445249.904,한식,1664979789,4.58
565,영업,02  569 8551,106.65,135929.0,서울특별시 강남구 역삼동 789-13 라비빌딩 ,서울특별시 강남구 역삼로 164 라비빌딩 지상1층 (역삼동),6249.0,온미반&마키아티,20210600000000.0,U,2021-06-17 2:40,한식,203204.605,443639.6877,한식,-,-
566,영업,,62.0,135877.0,서울특별시 강남구 삼성동 143-40번지 미차빌딩 ,서울특별시 강남구 테헤란로 427 미차빌딩 지하1층 (삼성동),6159.0,플랜잇(Planeat),20181100000000.0,I,2018-11-22 2:37,일식,204673.8854,444906.3881,일식,-,-
567,영업,,96.17,135825.0,서울특별시 강남구 논현동 167-28번지 ,서울특별시 강남구 강남대로120길 13 1층 (논현동),6119.0,진도리 닭도리탕,20200500000000.0,U,2020-05-08 2:40,한식,202098.4863,445004.7334,한식,1708290002,4.23
568,영업,,33.0,135962.0,서울특별시 강남구 개포동 1194-7 ,서울특별시 강남구 논현로 36 지상1층 102호 (개포동),6312.0,바우네나주곰탕 개포점,20200800000000.0,I,2020-09-02 0:23,한식,204225.8086,441344.9509,한식,1626232596,4.4
569,영업,02  518 5431,29.0,135867.0,서울특별시 강남구 삼성동 38-13 지상1층 ,서울특별시 강남구 선릉로112길 36 (삼성동지상1층),6097.0,단골(骨)집,20201000000000.0,U,2020-10-31 2:40,분식,204048.3808,445509.099,분식,-,-
570,영업,,42.9,135897.0,서울특별시 강남구 신사동 662-16 ,서울특별시 강남구 선릉로161길 15-3 지상1층 102호 (신사동),6018.0,센자이료쿠,20210800000000.0,I,2021-08-04 0:22,일식,203390.317,447202.3699,일식,1203453191,-
571,영업,,14.98,135994.0,서울특별시 강남구 개포동 186-1번지 개포빌딩 ,서울특별시 강남구 삼성로 38 지하1층 4-65호 (개포동),6329.0,수황태콩나물국밥,20190900000000.0,I,2019-09-19 2:22,한식,205838.5588,442943.8093,한식,1054177577,4.78
572,영업,02  542 4482,228.39,135890.0,서울특별시 강남구 신사동 548-4,서울특별시 강남구 압구정로14길 6 지상2층 (신사동),6029.0,주육,20220500000000.0,I,2021-12-04 22:07,한식,201959.1427,446847.5641,,1999537313,-
573,영업,02  34433339,65.83,135829.0,서울특별시 강남구 논현동 221-5 엠빌딩,서울특별시 강남구 논현로 626 엠빌딩 지상1층 (논현동),6107.0,그랑 크뤼,20220600000000.0,U,2021-12-05 21:00,한식,202868.545,445258.095,,665809665,-
574,영업,5486662,116.0,135545.0,서울특별시 강남구 논현동 203-1번지 거평타운A동지하1층115호 ,서울특별시 강남구 봉은사로 129 (논현동거평타운A동지하1층115호),6121.0,화전민,20071200000000.0,I,2018-08-31 23:59,한식,202425.73,444852.88,한식,-,-
575,영업,02 5420431,271.12,135816.0,서울특별시 강남구 논현동 61-4 지하1층 ,서울특별시 강남구 도산대로 222 (논현동지하1층),6047.0,루퍼스,20211000000000.0,U,2021-10-03 2:40,경양식,202702.8368,446445.5753,경양식,1674180576,-
576,영업,,129.77,135949.0,서울특별시 강남구 청담동 12-12번지 ,서울특별시 강남구 삼성로149길 13 지하1층 (청담동),6063.0,레스토랑 덱스터(RESTAURANT DEXTER),20190400000000.0,I,2019-04-12 2:20,외국음식전문점(인도태국등),204045.3082,446773.1881,외국음식전문점(인도태국등),-,-
577,영업,02 6002 3240,250.01,135090.0,서울특별시 강남구 삼성동 159번지 아셈타워 지하1층 p105호,서울특별시 강남구 영동대로 517 지하1층 p105호 (삼성동 아셈타워),6164.0,카페마마스 코엑스점,20180300000000.0,I,2018-08-31 23:59,경양식,205130.5917,445590.0968,경양식,34585484,4.36
578,영업,02 4569854,33.0,135897.0,서울특별시 강남구 신사동 663-12번지 ,서울특별시 강남구 선릉로157길 20-8 1층 (신사동),6018.0,오프너,20170500000000.0,I,2018-08-31 23:59,기타,203335.308,447151.7204,기타,37430529,4.67
579,영업,205165625,255.23,135823.0,서울특별시 강남구 논현동 129-4번지 지상12층 ,서울특별시 강남구 학동로28길 5 (논현동지상12층),6112.0,유장원보쌈,20100900000000.0,I,2018-08-31 23:59,한식,202606.6044,445681.8871,한식,11726050,4.16
580,영업,02 5654036,66.11,135847.0,서울특별시 강남구 대치동 956-6번지 1층 ,서울특별시 강남구 테헤란로88길 22 1층 (대치동),6184.0,푸드카페,20111100000000.0,I,2018-08-31 23:59,분식,205239.1556,444887.0516,분식,664423664,4.33
581,영업,,35.02,135884.0,서울특별시 강남구 수서동 714 로얄프라자 ,서울특별시 강남구 광평로51길 8 로얄프라자 지상1층 107호 (수서동),6349.0,영계소문옛날통닭(수서점),20210600000000.0,I,2021-06-09 0:22,호프/통닭,208992.8629,442912.8276,호프/통닭,-,-
582,영업,5452119,245.0,135887.0,서울특별시 강남구 신사동 513 ,서울특별시 강남구 도산대로1길 6 지상1층 (신사동),6035.0,홍미닭발,20210500000000.0,U,2021-05-06 2:40,한식,201732.766,446092.3983,한식,11697011,4.35
583,영업,,48.51,135888.0,서울특별시 강남구 신사동 523-40번지 ,서울특별시 강남구 압구정로4길 18 1층 (신사동),6028.0,포퐁(Pho Phong),20191000000000.0,I,2019-10-10 0:22,외국음식전문점(인도태국등),201724.2495,446587.8196,외국음식전문점(인도태국등),-,-
584,영업,02  512 9230,62.7,135830.0,서울특별시 강남구 논현동 234-14번지 ,서울특별시 강남구 봉은사로29길 7 지상1층 (논현동),6109.0,논현참족발,20180300000000.0,I,2018-08-31 23:59,한식,202985.3248,445105.5513,한식,36004729,4.32
585,영업,02  556 7794,19.0,135937.0,서울특별시 강남구 역삼동 838-11번지 지하1층 ,서울특별시 강남구 도곡로 111 (역삼동지하1층),6253.0,톰버디,20100700000000.0,I,2018-08-31 23:59,경양식,202818.0775,443103.7181,경양식,-,-
586,영업,,50.0,135825.0,서울특별시 강남구 논현동 145-2번지 ,서울특별시 강남구 강남대로124길 19 1층 101-1호 (논현동),6114.0,늘푸른,20170300000000.0,I,2018-08-31 23:59,한식,202059.1053,445243.5342,한식,1628969808,-
587,영업,,66.11,135839.0,서울특별시 강남구 대치동 890-45 덕우빌딩 ,서울특별시 강남구 선릉로86길 37 덕우빌딩 지상1층 101-1호 (대치동),6193.0,어게인 대치,20220300000000.0,I,2022-03-27 0:22,경양식,204586.6962,444654.807,경양식,1881868103,-
588,영업,02  22764713,396.5,135936.0,서울특별시 강남구 역삼동 831-23,서울특별시 강남구 강남대로 352 지상2층 (역삼동),6242.0,배스킨라빈스/던킨 SPC스퀘어 강남,20220300000000.0,I,2021-12-04 0:02,기타,202570.6024,443575.0833,,-,-
589,영업,,66.0,135897.0,서울특별시 강남구 신사동 657-13 錦奉빌딩 ,서울특별시 강남구 선릉로157길 27-3 錦奉빌딩 1층 101102호 (신사동),6018.0,우리집,20220300000000.0,U,2022-03-10 2:40,경양식,203245.2225,447091.8338,경양식,11864797,4.34
590,영업,,92.59,135873.0,서울특별시 강남구 삼성동 106 풍림아파트 ,서울특별시 강남구 영동대로112길 15 상가동 지하1층 (삼성동 풍림아파트),6082.0,피키이터 삼성점,20201000000000.0,I,2020-10-18 0:23,경양식,205384.3664,445928.0467,경양식,1565314141,4.7
591,영업,,182.32,135090.0,서울특별시 강남구 삼성동 159-8 파르나스타워 ,서울특별시 강남구 테헤란로 521 파르나스타워 지하1층 F-2A호 (삼성동),6164.0,딤딤섬 파르나스몰점,20200800000000.0,I,2020-08-07 0:23,중국식,205314.1599,445204.7093,중국식,1612703330,4.32
592,영업,,60.86,135936.0,서울특별시 강남구 역삼동 830-5번지 1층 101호 ,서울특별시 강남구 역삼로3길 20-5 (역삼동1층 101호),6243.0,강남왕노가리,20150300000000.0,I,2018-08-31 23:59,분식,202724.6715,443659.5981,분식,1051757216,4.48
593,영업,,5.0,135816.0,서울특별시 강남구 논현동 62-3번지 청학아파트 ,서울특별시 강남구 도산대로 232 A동 지하1층 (논현동 청학아파트),6048.0,글로우2,20180600000000.0,I,2018-08-31 23:59,기타,202778.2084,446451.0901,기타,1951199527,-
594,영업,,17.58,135501.0,서울특별시 강남구 대치동 992-3번지 ,서울특별시 강남구 영동대로57길 14 지상1층 (대치동),6282.0,오늘,20181100000000.0,I,2018-11-08 2:37,한식,205771.5438,444213.9668,한식,21060972,-
595,영업,02 5168292,31.08,135897.0,서울특별시 강남구 신사동 663-9번지 ,서울특별시 강남구 언주로172길 56 (신사동),6018.0,압구정 하루,20180700000000.0,I,2018-08-31 23:59,한식,203315.8837,447173.0444,한식,11710847,-
596,영업,34437542,117.0,135948.0,서울특별시 강남구 청담동 5-0번지 지상1층 ,서울특별시 강남구 도산대로 446 (청담동지상1층),6062.0,끼,20190800000000.0,U,2019-08-30 2:40,한식,203919.4959,446817.1416,한식,20622340,3.72
597,영업,,21.54,135939.0,서울특별시 강남구 개포동 14-1 대청프라자,서울특별시 강남구 개포로109길 34 대청프라자 지상1층 119호 (개포동),6336.0,롱이네 분식,20220600000000.0,I,2021-12-05 23:08,분식,206794.1448,443559.6179,,1408064176,-
598,영업,,100.42,135939.0,서울특별시 강남구 개포동 12-4 ,서울특별시 강남구 개포로 615 지하1층 110호 (개포동 석탑프라자),6335.0,수타손짜장,20201100000000.0,U,2020-12-01 2:40,한식,206618.4252,443390.5606,한식,1750362890,4.42
599,영업,,39.83,135890.0,서울특별시 강남구 신사동 549-9 ,서울특별시 강남구 논현로175길 68 2층 205호 (신사동),6029.0,브라이튼 카페,20200700000000.0,I,2020-07-08 0:23,기타,202002.3837,446874.7722,기타,-,-
600,영업,,85.8,135815.0,서울특별시 강남구 논현동 38-8번지 지상1층 102호 ,서울특별시 강남구 학동로25길 11 (논현동지상1층 102호),6046.0,마구로 임,20160300000000.0,I,2018-08-31 23:59,일식,202480.8966,445792.7398,일식,19882022,4.25
601,영업,,75.6,135840.0,서울특별시 강남구 대치동 891-44번지 노벨빌딩 ,서울특별시 강남구 테헤란로78길 16 노벨빌딩 지상12층 (대치동),6194.0,바나프레소 대치포스코점,20181000000000.0,I,2018-10-10 2:37,기타,204828.0026,444777.6186,기타,1181050049,4.54
602,영업,,108.9,135200.0,서울특별시 강남구 자곡동 271-1번지 ,서울특별시 강남구 밤고개로14길 6 지상1층 (자곡동),6364.0,논현 삼계탕,20190800000000.0,U,2019-08-08 2:40,한식,209135.5993,442200.8646,한식,18557397,4.48
603,영업,02 5552579,81.6,135502.0,서울특별시 강남구 대치동 997-12 ,서울특별시 강남구 영동대로86길 27 지상1층 (대치동),6175.0,부산아지매 국밥,20210400000000.0,U,2021-04-17 2:40,한식,205793.8497,445145.8139,한식,32496637,4.49
604,영업,,66.0,135812.0,서울특별시 강남구 논현동 5-7번지 ,서울특별시 강남구 도산대로16길 6 지상1층 (논현동),6039.0,저스트,20140500000000.0,I,2018-08-31 23:59,한식,202090.1466,446141.963,한식,20108415,4.34
605,영업,234061720,763.9,135893.0,서울특별시 강남구 신사동 603번지 ,서울특별시 강남구 논현로 854 지하1층 116호 (신사동),6022.0,(주)썬앳푸드 텍사스데브라질 압구정점,20190900000000.0,U,2019-09-11 2:40,경양식,202482.2166,447020.4209,경양식,-,-
606,영업,5624852,34.33,135090.0,서울특별시 강남구 삼성동 159-0번지 한무컨벤션지하1층1A6 ,서울특별시 강남구 영동대로 511 (삼성동한무컨벤션지하1층1A6),6164.0,간사이다찌,20081200000000.0,I,2018-08-31 23:59,분식,205130.5917,445590.0968,분식,-,-
607,영업,25388755,121.57,135920.0,서울특별시 강남구 역삼동 719-8번지 용빌딩 지상1층 ,서울특별시 강남구 테헤란로34길 5 지상1층 (역삼동 용빌딩),6221.0,순남시래기 역삼점,20190900000000.0,U,2019-09-25 2:40,일식,203486.7216,444338.4786,일식,32618401,4.31
608,영업,02  405 4373,66.4,135898.0,서울특별시 강남구 압구정동 369-1 현대아파트,서울특별시 강남구 압구정로29길 71 점포2동 1층 101102호 (압구정동 현대아파트),6002.0,(주)더박스 하루일과 압구정점,20220500000000.0,U,2021-12-04 23:09,경양식,202398.5944,447864.7637,,-,-
609,영업,02 5562584,519.88,135884.0,서울특별시 강남구 수서동 714-5번지 ,서울특별시 강남구 광평로51길 6-9 123층 (수서동),6349.0,주식회사 베레푸드 서래향,20170500000000.0,I,2018-08-31 23:59,중국식,209038.1187,442920.5657,중국식,-,-
