,업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,찾아오시는 길,업소정보,자랑거리,추천수,기준년월,업소 사진,위도,경도,행정구,행정동,검색명,식당아이디
286,8995,전주비빔밥,1,한식,서울특별시 강남구 봉은사로 524 (삼성동) 공항타워 지하1층 14호,02-2016-5280,오크우드프리미어 코엑스센너에서 도보 3분,영업시간 :07:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :     ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160122145620.jpg,37.51283208,127.0572509,강남구,삼성동,강남구 삼성동 전주비빔밥,38277174
287,8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,개포로 포이사거리에서 개포4동주민센터쪽으로 첫번째골목 백암빌딩끼고 카센타옆,영업시간 :10:000~22:00 좌석수 : 휴무일 :일요일 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 :       ,8년째 가게를 운영 단골손님을 유지하기 위하여 노력함,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404102448.jpg,37.47889649,127.0456391,강남구,개포동,강남구 개포동 바지락칼국수,20877928
288,8709,탐라도야지,1,한식,서울특별시 서초구 서초대로50길 82 (서초동),02-521-3337,2호선 교대역 14번출구 직진후우리은행 뒷쪽.,영업시간 :24시간 좌석수 :280 휴무일 :연중무휴 배달 :불가 예약 :가능 카드 :가능 주차 :가능 홈페이지 주소 : 전자우편주소 : ,쫄깃한 제주오겹살 두툼하고 쫄깃한 삼겹살 고기와함께 버섯껍데기떡두부 제공됩니다.,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130613134034.JPG,37.48959508,127.0135612,서초구,서초동,서초구 서초동 탐라도야지,18364648
289,9004,한우정육점식당,1,한식,서울특별시 강남구 일원로5길 24 (일원동),02-445-6633,영희초등학교옆 대청공원 건너편 골목 김가네 옆,영업시간 :11:00~22:30 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :    ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160122163735.jpg,37.49132514,127.0826982,강남구,일원동,강남구 일원동 한우정육점식당,-
290,8866,김밥분식,1,한식,서울특별시 관악구 관악로24길 47-1 (봉천동),889-5230,서울대입구역 7번 출구 600m 도보 10분거리,영업시간 : 오전8시 ~ 오후 9시 좌석수 : 5석 배달 : 불가 예약 : 가능 카드 : 불가 주차 : 불가 * 단체주문 가능 ,메뉴 단일화로 경쟁 본인건물로 임대료 절감하여 10년이상 가격동결 집에 엄마가 싼 김밥맛,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150107150015.jpg,37.48502064,126.9567356,관악구,봉천동,관악구 봉천동 김밥분식,37778826
291,8966,꾸어구어,1,한식,서울특별시 송파구 마천로 293 (마천동),449-9295,,,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151202134820.jpg,37.49649832,127.1489179,송파구,마천동,송파구 마천동 꾸어구어,-
292,9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호,02-567-2005,도곡1동주민센터 사거리에서 뱅뱅사거리쪽으로 100m정도가서 스타벅스끼고 우회전 월드메르디앙아파트상가 1층,영업시간 :07:00~20:00 좌석수 : 휴무일 :일요일 배달 :불가능 예약 : 카드 :가능 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :        ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160122165303.jpg,37.49272349,127.0387187,강남구,역삼동,강남구 역삼동 이모네분식,1076113973
293,8975,전주콩나물국밥,1,한식,서울특별시 금천구 시흥대로62길 7 (시흥동),893-1264,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151211101807.jpg,37.45524648,126.900939,금천구,시흥동,금천구 시흥동 전주콩나물국밥,37943736
294,8799,황금돼지갈비,1,한식,서울특별시 중랑구 면목로 404 (면목동),2207-3722,면목본동 주민센터 맞은편,영업시간 : 11:00 ~ 12:00 좌석수 : 60 휴무일 : 첫째주 셋째주 화요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능    ,좋은 식재료를 사용하며 가격이 저렴하고 맛있는 불고기 제공 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20131209140203.jpg,37.5880114,127.0878576,중랑구,면목동,중랑구 면목동 황금돼지갈비,-
295,8889,삼미식당,1,한식,서울특별시 영등포구 영등포로5길 14-2 (양평동2가),02-2068-8428,양평역 2번출구에서 50m 위치,영업시간 : 10:00~22:00 좌석수 : 50석 휴무일 : 매주 세째일요일 배달 : x 예약 : 가능 카드 : 가능 주차 : x 홈페이지 주소 : 전자우편주소 : 기타 :    ,가족경영으로 인건비 절약  친절하고 저렴한 가격으로 오랜 단골 확보의 맛집,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150608171333.JPG,37.52384746,126.8846475,영등포구,양평동,영등포구 양평동 삼미식당,19008938
296,8988,허브족발,1,한식,서울특별시 성북구 오패산로4길 41 (하월곡동),912-7008,월곡건강랜드(찜질방) 정문,영업시간 : 10시 ~ 24시  좌석수 : 72석 휴무일 : 없음 배달 :가능 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :    ,청결한 위생관리로 고객님들께 안전한 먹거리를 제공합니다. ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160104160353.jpg,37.6042354,127.0401087,성북구,하월곡동,성북구 하월곡동 허브족발,33992449
297,8825,어메칼국수,1,한식,서울특별시 관악구 관악로154-6 2층,874-9878,,영업시간 : 10:00~22:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가 기타 :   ,모든 반찬 밀가루반죽 손수 만듬 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140121165610.JPG,37.47884165,126.9528401,관악구,봉천동,관악구 봉천동 어메칼국수,13159146
298,8817,최진사댁두부마을,1,한식,서울특별시 성북구 인촌로1길 89 (삼선동5가),926-7281,성북구청 옆길 ,영업시간 : 오전10시~오후10시 좌석수 : 40석 휴무일 : 매주 일요일 배달 : 무 예약 : 가능 카드 : 가능 주차 : 1대 홈페이지 주소 : 전자우편주소 : 기타 : ,깨끗한 주방을 자랑하며 국내산만을 취급하며 친절하고 맛있는 음식을 대접하기위해 노력하고 있음 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140108171801.JPG,37.5888768,127.0172972,성북구,삼선동,성북구 삼선동 최진사댁두부마을,18232146
299,9002,처갓집,1,한식,서울특별시 강남구 양재대로 339 (개포동),02-573-6317,영동교회 뒷 골목 120m,영업시간 :05:30~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :            ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404101954.jpg,37.4723696,127.0517062,강남구,개포동,강남구 개포동 처갓집,37065452
300,8996,커피알,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 (역삼동) 한신인터벨 지하 156호,02-2183-2259,선릉역 4번 출구에서 100m 한신인터벨빌딩지하,영업시간 :06:00~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :   ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160122145839.jpg,37.50323774,127.0465818,강남구,역삼동,강남구 역삼동 커피알,13541875
301,8850,명동손칼국수,1,한식,서울특별시 양천구 목동중앙북로6길 4 (목동),2644-3999,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :     ,목3동시장에 위치하여 접근성유리 4인이상 주문시 1인 무료행사 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140916152836.jpg,37.54825897,126.8650096,양천구,목동,양천구 목동 명동손칼국수,36399472
302,8964,숙아채콩나물국밥역삼1호점,1,한식,서울특별시 강남구 도곡로7길 25 지상1층 (역삼동),02-554-7490,역삼초등학교 사거리,영업시간 :06:00~22:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :1호점 강남구 도곡로 7길 11 전화:02-554-7490         2호점 강남구 역삼로 132     전화:02-538-3663        ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151127115330.jpg,37.49222937,127.0340829,강남구,역삼동,강남구 역삼동 숙아채콩나물국밥역삼1호점,-
303,8950,용갈비,1,한식,서울특별시 구로동로 96-4 (구로동),02-869-2442,,,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150827112847.png,37.48749113,126.8853179,구로구,구로동,구로구 구로동 용갈비,19416193
304,8976,서담,1,한식,서울특별시 금천구 시흥대로52길 6 (시흥동),805-3151,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151211102425.png,37.45171615,126.9028012,금천구,시흥동,금천구 시흥동 서담,-
305,8812,장수촌,1,한식,서울특별시 송파구 바람드리길 13 (풍납동),473-0609,풍납시장 안쪽,영업시간 : 10시~22시 좌석수 : 10개테이블 휴무일 : 무휴 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가  ,전통시장 내 맛집,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20131230151602.JPG,37.53810566,127.1173256,송파구,풍납동,송파구 풍납동 장수촌,18851904
306,8821,고시칼국수,1,한식,서울특별시 관악구 신림로18가길 42 (신림동),070-7803-0001,,영업시간 : 오전10 ~ 오후10 좌석수 :  휴무일 : 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :     ,사장님 직접 밀가루 반죽 저렴하고 위생적 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140121163531.JPG,37.47243683,126.934353,관악구,신림동,관악구 신림동 고시칼국수,37925738
307,8807,신 쿡(cook),1,한식,서울특별시 중랑천로10길 39,02-439-2012,면목2동 서울우유 본사 맞은편,영업시간 : 11:00 ~ 21:30 좌석수 : 18 휴무일 : 매주 화요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 취급품목 : 돈가스 5000원 기타: '요리를 좋아하는 전문 주방장 3명이 운영 카페같은 분위기에 저렴한 가격'     ,작지만 카페같은 실내분위기에 샐러드 피자 스파게티와 세트메뉴까지 맛있는 요리를 비교적 저렴하게 먹을 수 있어 동네     소문난 맛집 점심에는 오늘의 메뉴로 한식도 선보여 입소문을 타고 직장인들에게 인기 단체도시락이나 출장생일파티도 가능 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151126161107.jpg,37.59212628,127.0751278,중랑구,상봉동,중랑구 상봉동 신 쿡(cook),-
308,8933,아마자께,1,한식,서울특별시 동대문구 천장산로7길 16 (이문동),0,지하철 1호선 외대역 1번출구 외대후문앞,영업시간 : 09:00~22:00 좌석수 : 52석 휴무일 : 없음 배달 : 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :       ,식후에 직접 내린 원두커피 무료 제공 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/,37.59850149,127.0569804,동대문구,이문동,동대문구 이문동 아마자께,1286334962
309,8787,정가네 홍두깨 손칼국수,1,한식,서울특별시 중랑구 망우로62길 61 (망우동),02-491-8457,우림시장 남문 3구역(동 65호),영업시간 : 10:30~21:00 좌석수 : 130석 휴무일 : 매주 13주 일요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능(우림시장 주차장)     ,우림시장내 위치 면을 직접 만들어서 유통마진이 심하지 않고 인건비 절감하여 가격이 저렴하며 칼국수의 면 육수 등을 직접     만들어서 신선한 맛을 자랑해 식사시간이면 손님이 북적됨 가게 2층은 카페로 만들어서 식사 후 맛있는 더치커피를 1000원에  먹을 수 있음 국수를 모두 수작업으로 함. 가격저렴하고 포장 가능  ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151126160315.jpg,37.59665277,127.0989575,중랑구,망우동,중랑구 망우동 정가네 홍두깨 손칼국수,20999754
310,8985,안동장,2,중식,서울특별시 동대문구 경동시장로10길 57 (제기동),966-8244,청량리 현대코아 뒷쪽 시장안,영업시간 : 좌석수 : 24석 휴무일 : 배달 : 가능 예약 : 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :  ,청량리 시장내에 소재하고 있고 맛있는 자장면과 짬뽕을 저렴한 가격에 제공하고 있음. 주방환경도 깔끔하여 시장을 이용하는 많은 구민들이 애용하고 있음.    ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151230114245.jpg,37.58142822,127.043916,동대문구,제기동,동대문구 제기동 안동장,1322560908
311,8734,박가네생고기전문점,1,한식,서울특별시 강북구 덕릉로28길 63 (미아동),982-2929,수유시장 맞은 편 운산빌딩 뒤,영업시간 : 6:00~22:00 좌석수 : 100석 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 없음 전자우편주소 : 없음    ,요식업회에서 표창 수상,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140623153739.jpg,37.63192588,127.0248436,강북구,미아동,강북구 미아동 박가네생고기전문점,13119320
312,8972,조은김밥,1,한식,서울특별시 송파구 백제고분로17길 43 (잠실동),3431-7522,,,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151202140236.jpg,37.50946687,127.0852726,송파구,잠실동,송파구 잠실동 조은김밥,1605353547
313,8832,옛날막고기집,1,한식,서울특별시 용산구 한강대로 125-2 (한강로2가),794-1488,신용산역 4호선(6번 출구) 100m,영업시간 :11:00 ~ 23:30 좌석수 : 30 휴무일 : 없음 배달 : x 예약 : o 카드 : o 주차 : x 홈페이지 주소 : x 전자우편주소 : x 기타 :         ,가격이 타업소에 비하여 저렴,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150812111315.jpg,37.53099834,126.9692891,용산구,한강로2가,용산구 한강로2가 옛날막고기집,-
314,8954,진부령황태해장국,1,한식,서울특별시 용산구 대사관로24길 15 (한남동),790-9950,순천향대학교 서울병원 맞은편  순천향대학교 서울병원 앞 삼거리에서 한남역 방향 80m,영업시간 : 06:00 ~ 22:00 좌석수 : 약30석 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 ,가격이 타업소에 비해 저렴하고 맛이 좋아 사람들이 많이 찾음,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151221130109.jpg,37.53291821,127.0049906,용산구,한남동,용산구 한남동 진부령황태해장국,-
315,8785,모퉁이식당,1,한식,서울특별시 송파구 오금로59길 2 (거여동),443-1326,5호선 거여역 1번출구로 나와 뒤쪽 골목에 위치 (남운과 커피JJ사이 골목으로 들어가면 우측에 보임),영업시간 : 10:00 ~ 22:00 좌석수 : 14개 휴무일 : 무 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능  ,친절과 쾌적환 환경으로 100% 국내산 재료(김치 고추가루 쌀 닭 등)를 사용하여 손님들의 만족도가 높음,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130807112421.JPG,37.49362875,127.1440164,송파구,거여동,송파구 거여동 모퉁이식당,36004037
316,8836,백곰집,1,한식,서울특별시 강북구 삼양로 663 1층(우이동),02-900-5130,버스 : 우이동성원아파트 하차 ,영업시간 : 11:00~23:00 좌석수 : 30석 휴무일 : 매주 수요일 배달 : 불가 예약 :  카드 : 가능 주차 : 불가 홈페이지 주소 : http://www.facebook.com/100gomzip  전자우편주소 : 기타 :          ,100% 한우만 사용합니다.,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140507143200.jpg,37.66206263,127.0129016,강북구,우이동,강북구 우이동 백곰집,31222782
317,8842,트윈쿡,1,한식,서울특별시 강남구 영동대로 513 지하1층 M112호,02-6002-3225,코엑스 메가박스에서 도보 2분,영업시간 :07:30~21:30 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :        ,최근 리모델링으로 깨끗한 분위기 제공 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404102203.jpg,37.51182391,127.059159,강남구,삼성동,강남구 삼성동 트윈쿡,36004161
318,8806,광양불고기,1,한식,서울특별시 중랑구 망우로71길 31 (망우동),02-492-1934,망우우체국과 금란교회 사이 골목길 150m 직진,영업시간 : 14:00 ~ 24:00 좌석수 : 16 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 취급품목 : 돼지갈비 10000원                삼 겹 살 10000원     ,국내산 삼겹살(200g)과 돼지갈비(300g)를 8000원에 제공하는 업소로 저렴한 가격의 비결은 사장님이 도매시장에서 직접      고기를 공수해 중간마진이 없기 때문에 가능하며 최근 인테리어를 새로 바꾸어 깔끔한 실내분위기를 자랑 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151126153804.jpg,37.60177267,127.102003,중랑구,망우동,중랑구 망우동 광양불고기,31393461
319,8986,놀부만두,1,한식,서울특별시 동대문구 망우로16길 15 (휘경동),2241-7550,휘경동 삼육 서울병원 근처,영업시간 : 좌석수 : 24석 휴무일 : 배달 : 가능 예약 : 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :   ,휘경동 삼육서울병원 근처에 소재하고 있고 수제로 직접 피와 속을 만들어 제공하여 맛과 영양이 훌륭하고 메뉴판닷컴에서 전국 TOP1000 맛집으로 선정되었음. ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151230114531.jpg,37.58935254,127.0614879,동대문구,휘경동,동대문구 휘경동 놀부만두,20691128
320,8903,옛날칼국수,1,한식,서울특별시 강서구 강서로18길 8-14 (화곡동),0,까치산 시장 내 위치하고 있음,영업시간 : 09:00 ~ 21:30 좌석수 : 16개 휴무일 : 공휴일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ,가게에서 직접면을 반죽하고 면을 뽑아 박리다매 형식 실내는 깨끗하고 밝으며 가격은 싸고 맛과 양이 많음,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150629152318.jpg,37.53310433,126.8464804,강서구,화곡동,강서구 화곡동 옛날칼국수,1133209036
321,8794,고향김밥,1,한식,서울특별시 중랑구 겸재로 226-3 (면목동) 1층,02-492-0013,면목역에서 동원사거리 방향,영업시간 : 06:00 ~ 22:30 좌석수 : 22 휴무일 : 설 추석 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 4대      ,농협쌀과 국내산 식자재로 음식을 하며 돼지고기는 국내산을 사용함  - 집에서 직접 담근 국내산 김치를 내놓음,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20131205105603.jpg,37.58938645,127.0929721,중랑구,면목동,중랑구 면목동 고향김밥,34349549
322,8860,함흥냉면 명가,1,한식,서울특별시 강서구 화곡로50길 22 (화곡동),02-2691-2230,강서구청 청사 주변,영업시간 :   좌석수 : 15개 휴무일 : 미정 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 없음 전자우편주소 : 없음 기타 : 없음    ,부부가 직접 음식을 만들어 인건비 절감으로 가격 저렴함. ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150107112020.jpg,37.54919555,126.8490752,강서구,화곡동,강서구 화곡동 함흥냉면 명가,36004336
323,8905,북경,2,중식,서울특별시 광진구 화양동 3-30 (능동로 135),469-6347,,영업시간 : 10:30 ~ 20:30 좌석수 : 휴무일 : 매주 일요일 배달 : 불가 예약 :  카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :        ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150714112016.jpg,37.54300606,127.0718204,광진구,화양동,광진구 화양동 북경,1401825486
324,8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,전철노선 : 8호선 송파역 4번출구에서 국민은행 방면 도보 5분 버스노선 : 2142321533143217320360301 석촌역정류장 하차 도보 5분,영업시간 :10:00~21:00 배   달 : 가능 예   약 : 가능 카   드 : 가능 주   차 : 불가    ,업소 청결 원산지표시제 이행,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130619105857.JPG,37.50167976,127.1086443,송파구,석촌동,송파구 석촌동 옛날맛짜장,20624387
325,8994,가득드림,1,한식,서울특별시 강남구 영동대로 513 지하1층 M113호,02-551-8288,코엑스 메가박스에서 도보 2분,영업시간 :07:30~21:30 좌석수 : 휴무일 : 배달 :단체가능 예약 :가능 카드 :가능 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :       ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160122144812.jpg,37.51182391,127.059159,강남구,삼성동,강남구 삼성동 가득드림,35051091
326,8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,,영업시간 : 10:00 ~ 23:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :       ,위생모범업소로 마진이 적더라도 욕심을 내지않고 영업을 함.,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20220609091033.jpg,37.4629086,126.8904233,금천구,독산동,금천구 독산동 고기마을호수,13571707
327,9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동)  지하1층 110호,02-451-9763,대모산입구역 4번 출구 200m 3분거리 섭탑프라자 지하1층,영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 :      ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20160122164003.jpg,37.49265817,127.0755849,강남구,개포동,강남구 개포동 수타손짜장,1750362890
328,8796,명동분식,1,한식,서울특별시 중랑구 면목로37길 13 (면목동),02-437-0845,면목시장 5호,영업시간 : 05:00 ~ 20:30 좌석수 : 28 휴무일 : 매주 일요일 배달 : 가능 예약 : 가능 카드 : 불가 주차 : 가능 취급품목 : 김밥 1500원    ,면목시장내 위치 쌀&#8228;햄&#8228;맛살 등을 국내산 좋은 재료만을 사용 12년동안 1000원 가격을 고수하는 김밥은 재료는 간단     하지만 상큼한 맛이 소문나 단체 주문이 많고 25년 손맛으로 만든 호박죽과 찐만두도 2000원으로 손님들에게 인기 '쌀(국내산 농협) 햄맛살(국내산ks마크) 을 좋은 재료로 사용 멀리서도 단체로 주문할 정도로  김밥맛이 좋음',2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151126155632.jpg,37.57897098,127.0855798,중랑구,면목동,중랑구 면목동 명동분식,36004171
329,8963,강남김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 441 (대치동) 1층 4호,02-562-9335,대치삼성아파트 교차로 던킨도너츠 바로 옆 성동빌딩1층,영업시간 :11:00~20:00 좌석수 : 휴무일 : 배달 :가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :          ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151127111629.jpg,37.49844,127.0585569,강남구,대치동,강남구 대치동 강남김밥,1514591801
330,8691,한솔 민물장어,1,한식,서울특별시 서대문구 증가로23나길 32 (북가좌동),309-8264,,영업시간 : 11:00 ~ 23:00 좌석수 : 휴무일 :  배달 : 불가 예약 : 카드 : 주차 : 가능(3대) 홈페이지 주소 : 전자우편주소 : 기타 :    ,지역주민 위하여 저렴히 판매하며 신선한 재료로 만듦 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130610114725.bmp,37.58057783,126.9123599,서대문구,북가좌동,서대문구 북가좌동 한솔 민물장어,38724014
331,8970,김자순수제돈까스,3,경양식일식,서울특별시 송파구 석촌호수로12길 16 (잠실동),6203-9597,,null ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151202135619.jpg,37.50903184,127.0845493,송파구,잠실동,송파구 잠실동 김자순수제돈까스,34806890
332,8638,마포숯불갈비,1,한식,서울특별시 송파구 풍성로5길 6 (풍납동),470-2559,전철노선 : 8호선 강동구청역 5번출구에서 풍납초등학학교지나 국민은행365풍납동점방면 도보 15분 버스노선 : 4318( 갑을 미성아파트정류장 하차) 도보 5분                341134170351331830-11634133514318341330-3(강동구청역정류장하차)도보 10분               ,영업시간 :10:00~23:00 예약 :가능 카드 :가능          ,친절 서비스,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130613101552.JPG,37.5352071,127.1152746,송파구,풍납동,송파구 풍납동 마포숯불갈비,31357502
333,8913,소야지,1,한식,서울특별시 광진구 능동로36길 24 (능동),446-7645,,영업시간 : 15:30 ~ 03:00 좌석수 : 휴무일 : 연중무휴 배달 : 예약 : 카드 : 주차 : 2대가능 홈페이지 주소 : 전자우편주소 : 기타 :      ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20150714111831.jpg,37.55585972,127.0804521,광진구,능동,광진구 능동 소야지,-
334,8847,콩각시,1,한식,서울특별시 서대문구 연세로7안길 5 (창천동),02-325-2775,신촌역 2번출구에서 나와서 현대백화점을 끼고 돌아 먹자골목으로 300m정도 내려오면 좌측에 노란간판,영업시간 : 24시 좌석수 : 24 휴무일 : 일요일 새벽은 휴무 배달 : 안됨 예약 : 가능 카드 : 가능 주차 : 안됨 홈페이지 주소 : 전자우편주소 : 기타 :  ,저렴하게 누구나 편히 먹을수 있는 장점 ,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140526153114.jpg,37.55793255,126.9361995,서대문구,창천동,서대문구 창천동 콩각시,-
335,8973,착한깡통,1,한식,서울특별시 송파구 마천로41길 33 (마천동),070-7527-8215,,,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151202140422.jpg,37.49705613,127.1511946,송파구,마천동,송파구 마천동 착한깡통,1832014369
336,8955,토속칼국수,1,한식,서울특별시 강동구 양재대로113길 8 (길동),02-472-2293,5호선 길동역에서 1분거리교통편리,영업시간 :오전10시~오후8시까지 좌석수 :30석 휴무일 :명절때만 휴무 배달 :x 예약 :가능 카드 :가능 주차 : 홈페이지 주소 : 전자우편주소 :   ,모든 재료를 직접 농사지은 것으로 만들어서 모든 메뉴가 맛있다고 함.,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20220527141458.jpg,37.53809225,127.1395121,강동구,길동,강동구 길동 토속칼국수,1572143209
337,8974,동남숯불생구이,1,한식,서울특별시 금천구 독산로 247 (독산동),854-9049,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151211101701.jpg,37.4689867,126.9020874,금천구,독산동,금천구 독산동 동남숯불생구이,-
338,8978,듬배골,1,한식,서울특별시 금천구 독산로10길 38 (시흥동),803-8411,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :    ,,2,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151211103310.png,37.45006941,126.9080372,금천구,시흥동,금천구 시흥동 듬배골,18990309
