,index,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,리뷰
395,462,영업,02  835 9285,26.4,156853,서울특별시 동작구 신대방동 644-3번지 지하1층 ,서울특별시 동작구 신대방2길 2-7 (신대방동 지하1층),7067.0,레슬러,20120700000000.0,I,2018-08-31 23:59,분식,192232.5342,442848.9495,분식,1325461260,"[15, 4, 8, '0', '0', 3, 1, '0', 1, '0', '0', '0', '0', '0', '0']"
396,463,영업,02  824 5780,152.86,156836,서울특별시 동작구 상도1동 258-3번지 1층 ,서울특별시 동작구 상도로 319 (상도1동 1층),6970.0,망향비빔국수 동작점,20200400000000.0,U,2020-04-23 2:40,한식,195603.2662,444162.1463,한식,1049011734,"[117, 34, 27, 26, 21, 42, 1, '0', 14, 1, 1, '0', 3, 28, 24]"
397,464,영업,,74.15,156879,서울특별시 동작구 사당동 224-11,서울특별시 동작구 솔밭로 108 1층 (사당동),7009.0,예니네,20220400000000.0,U,2021-12-03 22:02,기타,197153.8006,442603.7903,,1887176918,"['0', 6, 3, '0', '0', 13, 6, '0', 3, '0', 3, '0', 2, '0', '0']"
398,465,영업,,45.0,156817,서울특별시 동작구 사당동 150-9 ,서울특별시 동작구 사당로29길 1 1층 (사당동),7006.0,오봉집 사당점,20210100000000.0,I,2021-01-13 0:23,한식,198067.1672,442500.5306,한식,1081002386,"[60, 15, 12, 14, 1, 7, 3, '0', 7, 2, 2, '0', '0', 17, 1]"
399,466,영업,,153.07,156827,서울특별시 동작구 사당동 1041-12 천보빌딩 1층동 ,서울특별시 동작구 동작대로1길 18 1층동 (사당동천보빌딩),7025.0,해물한소반,20210900000000.0,U,2021-09-16 2:40,한식,198181.3242,441694.2941,한식,32839660,"[105, 29, 27, 35, 1, 10, 2, 1, 8, 16, '0', '0', 1, 24, 14]"
400,467,영업,,61.81,156827,서울특별시 동작구 사당동 1040-35번지 ,서울특별시 동작구 남부순환로271길 25 지하1층 (사당동),7025.0,바른황소곱창2호점,20190500000000.0,I,2019-05-22 2:20,한식,198156.5105,441754.1235,한식,1992951758,"[12, 8, 3, 1, '0', 3, '0', '0', 1, 1, 2, '0', '0', 6, 2]"
401,468,영업,,136.3,156816,서울특별시 동작구 사당동 139-26 남성장 ,서울특별시 동작구 동작대로27다길 6 1층 (사당동),7008.0,생고기제작소,20201100000000.0,U,2020-11-07 2:40,한식,198191.8723,442791.2893,한식,1459954384,"[50, 9, 32, 19, 1, 3, '0', '0', 2, 9, 2, '0', '0', 12, 8]"
402,469,영업,02   8135755,29.64,156030,서울특별시 동작구 상도동 322-15 ,서울특별시 동작구 국사봉1길 24 (상도동),7042.0,영광족발,20201200000000.0,U,2020-12-12 2:40,한식,193726.0254,444075.2029,한식,20930224,"[39, 8, 10, 11, '0', 1, 1, 2, 1, '0', '0', '0', 1, 11, '0']"
403,470,영업,02  532 0930,148.22,156815,서울특별시 동작구 사당동 84-10 ,서울특별시 동작구 동작대로33가길 8 (사당동),6996.0,정작가의막걸리집,20210800000000.0,U,2021-08-26 2:40,한식,198327.23,443080.2821,한식,1982822981,"[64, 19, 4, '0', '0', 8, 8, '0', 28, 3, 3, '0', '0', '0', '0']"
404,471,영업,222547926,747.92,156800,서울특별시 동작구 노량진동 13-6 ,서울특별시 동작구 노들로 674 5층 1호 (노량진동 노량진수산시장),6900.0,하늘채,20210100000000.0,U,2021-01-10 2:40,기타,194346.1567,445823.5009,기타,1181674860,"[52, 27, 7, 5, '0', 36, 7, 10, 6, 47, 11, '0', 21, 24, 40]"
405,472,영업,02 5927935,48.94,156816,서울특별시 동작구 사당동 145-5 ,서울특별시 동작구 동작대로27가길 32 (사당동),7008.0,오뎅판다 이수역점,20201200000000.0,U,2020-12-18 2:40,기타,198249.2862,442658.7632,기타,1617258135,"[40, 28, 52, '0', '0', 31, 2, '0', 8, 3, 6, '0', '0', '0', '0']"
406,473,영업,,37.09,156877,서울특별시 동작구 흑석동 8-32 ,서울특별시 동작구 현충로 100 2층 (흑석동),6979.0,커피콩클럽,20211200000000.0,I,2021-12-22 0:22,기타,196801.3596,445056.7591,기타,1133576811,"['0', 49, 8, '0', '0', 38, 45, '0', 30, '0', 9, '0', 3, '0', '0']"
407,474,영업,,53.0,156843,서울특별시 동작구 상도동 355-18 ,서울특별시 동작구 성대로1길 17-2 (상도동),6959.0,멕시카나 상도점,20210200000000.0,U,2021-02-10 2:40,호프/통닭,194092.3144,444330.4739,호프/통닭,1269435140,"[17, 9, 13, 3, '0', 1, '0', 1, 3, 1, 1, '0', '0', 3, 1]"
408,475,영업,02 8232151,61.28,156803,서울특별시 동작구 노량진동 240-64 ,서울특별시 동작구 장승배기로 157-2 (노량진동),6929.0,명성식당,20201200000000.0,U,2020-12-18 2:40,한식,194615.9695,445499.4648,한식,1692947681,"[26, 8, 4, 3, 1, '0', 1, '0', 2, 1, '0', '0', '0', 5, '0']"
409,476,영업,02 8137572,20.25,156877,서울특별시 동작구 흑석동 6-10번지 ,서울특별시 동작구 현충로 94 (흑석동),6979.0,흑석동 명당김밥,20150100000000.0,I,2018-08-31 23:59,분식,196762.6637,445085.4237,분식,12039287,"[69, 16, 23, 13, 11, 3, '0', '0', 4, '0', 1, '0', 1, 20, '0']"
410,478,영업,,55.91,156800,서울특별시 동작구 노량진동 57-1번지 ,서울특별시 동작구 노량진로 140 지상1층 108호 (노량진동),6922.0,메가돈,20160700000000.0,I,2018-08-31 23:59,경양식,194772.9754,445623.0802,경양식,420811657,"[96, 31, 47, 32, 70, 9, 3, '0', 4, 1, 2, '0', 1, 11, 4]"
411,479,영업,,20.0,156879,서울특별시 동작구 사당동 224-52번지 ,서울특별시 동작구 사당로16가길 91 1층 (사당동),7009.0,미트 온라인 축산직판,20200500000000.0,I,2020-05-13 0:23,한식,197176.3831,442515.6631,한식,1558146710,"[5, '0', 3, 3, 1, '0', '0', '0', 1, '0', '0', '0', '0', 3, '0']"
412,480,영업,02 822 6469,28.05,156804,서울특별시 동작구 노량진동 263-6번지 (지상1층) ,서울특별시 동작구 등용로14길 82 (노량진동(지상1층)),6930.0,대박곱창볶음,20140700000000.0,I,2018-08-31 23:59,분식,194275.5702,445603.3635,분식,1233494606,"[33, 7, 15, 13, 1, 2, '0', '0', 1, '0', '0', '0', '0', 5, '0']"
413,481,영업,,21.0,156841,서울특별시 동작구 상도동 210-386 대현빌딩 ,서울특별시 동작구 양녕로 190 대현빌딩 1층 (상도동),7037.0,먹어본 김밥,20210700000000.0,I,2021-07-21 0:22,분식,194953.685,443991.1191,분식,1635262397,"[109, 39, 28, 24, 19, 18, 1, '0', 17, '0', '0', '0', '0', 40, '0']"
414,482,영업,,30.0,156821,서울특별시 동작구 사당동 265-46 ,서울특별시 동작구 사당로16가길 3 1층 (사당동),7010.0,양키핫도그 사당점,20220300000000.0,I,2022-03-10 13:22,기타,,,기타,1252058507,"[72, 20, 21, 1, 11, 18, 7, '0', 5, '0', '0', '0', 1, 16, 1]"
415,483,영업,02 8175554,88.66,156811,서울특별시 동작구 대방동 409-3 ,서울특별시 동작구 여의대방로24길 93 (대방동),7055.0,일진아구찜,20211200000000.0,U,2021-12-14 2:40,한식,193314.3819,444085.1775,한식,13020171,"[124, 44, 14, 34, 1, 6, 2, 2, 6, 4, 1, '0', 1, 45, 4]"
416,485,영업,,30.0,156821,서울특별시 동작구 사당동 275-20번지 ,서울특별시 동작구 사당로16길 34 1층 (사당동),7018.0,사당동6시,20190600000000.0,I,2019-06-13 2:21,기타,197515.0156,442226.1388,기타,1827058564,"[28, 7, 4, '0', '0', 1, 2, '0', 12, '0', 1, '0', '0', '0', '0']"
417,486,영업,02 8443777,17.17,156849,서울특별시 동작구 신대방동 395-62번지 ,서울특별시 동작구 보라매로5길 23 (신대방동),,한솥,20200400000000.0,U,2020-04-09 2:40,한식,193176.6367,443379.1713,한식,38729430,"[122, 50, 97, 30, 85, 24, 1, '0', 9, '0', 1, '0', '0', 18, 1]"
418,487,영업,02 5370660,210.49,156821,서울특별시 동작구 사당동 265-11,서울특별시 동작구 사당로 231 (사당동),7004.0,백제갈비,20220600000000.0,U,2021-12-05 23:02,한식,197599.7103,442391.9755,,11686932,"[217, 83, 26, 32, 12, 45, 6, 10, 14, 33, 5, '0', 1, 40, 55]"
419,488,영업,02 8170738,43.47,156877,서울특별시 동작구 흑석동 6-21번지 ,서울특별시 동작구 서달로14길 11 (흑석동),6979.0,마포최대포숯불갈매기,20150500000000.0,I,2018-08-31 23:59,한식,196734.276,445098.5109,한식,1162284911,"[82, 25, 15, 11, '0', '0', '0', '0', 16, 10, '0', '0', 1, 19, '0']"
420,489,영업,02 8248404,33.0,156807,서울특별시 동작구 대방동 17-26 ,서울특별시 동작구 등용로 82 1층 (대방동),6933.0,옛골식당,20201200000000.0,U,2020-12-19 2:40,한식,193953.1234,445146.0966,한식,1339523262,"[11, 2, 3, 2, 1, '0', '0', 1, 2, '0', '0', '0', '0', 5, '0']"
421,490,영업,260134948,33.0,156810,서울특별시 동작구 대방동 388-21번지 강남학생백화점 ,서울특별시 동작구 대방동15길 28-1 (대방동),6945.0,카페시모 대방점,20181000000000.0,I,2018-10-19 2:37,기타,193060.4888,444532.4353,기타,1621017584,"['0', 7, 3, '0', '0', 2, '0', '0', 1, '0', 1, '0', '0', '0', '0']"
422,491,영업,,154.76,156827,서울특별시 동작구 사당동 1042-13 ,서울특별시 동작구 동작대로1길 10-14 1~2층 (사당동),7025.0,페니커피로스터스,20201200000000.0,U,2020-12-19 2:40,기타,198249.0189,441745.3766,기타,32227337,"['0', 118, 9, '0', '0', 75, 220, '0', 44, '0', 28, '0', 23, '0', '0']"
423,492,영업,,173.0,156800,서울특별시 동작구 노량진동 56-14번지 지하1층 ,서울특별시 동작구 장승배기로28길 19 (노량진동 지하1층),6922.0,유가네한우곰탕 노량진점,20191200000000.0,U,2019-12-05 2:40,한식,194743.4057,445585.9436,한식,1513817684,"[110, 35, 29, 45, 36, 18, '0', '0', 8, 6, 2, '0', 1, 22, 36]"
424,493,영업,02 8247321,96.2,156861,서울특별시 동작구 흑석동 182-5 ,서울특별시 동작구 흑석로 112 (흑석동),6972.0,장독대,20211200000000.0,U,2021-12-14 2:40,기타,196539.8491,445127.4044,기타,18715256,"[64, 24, 8, 13, '0', 1, 11, 2, 9, 11, 3, '0', '0', 5, 2]"
425,494,영업,02 8169824,61.18,156801,서울특별시 동작구 노량진동 119-64 ,서울특별시 동작구 노량진로16길 31 (노량진동),6922.0,장충족발,20201200000000.0,U,2020-12-17 2:40,한식,194989.9067,445555.2971,한식,1813132873,"[170, 53, 35, 33, 8, 24, 1, 6, 12, 12, 4, '0', 1, 35, 15]"
426,495,영업,02 8136104,47.22,156859,서울특별시 동작구 흑석동 86-84번지 ,서울특별시 동작구 서달로10길 10 (흑석동),6980.0,양푼이 동태탕,20170400000000.0,I,2018-08-31 23:59,호프/통닭,196539.7311,444899.7644,호프/통닭,20838185,"[2, '0', '0', '0', '0', '0', '0', '0', '0', 1, '0', '0', '0', 1, 1]"
427,496,영업,02 8207219,34.8,156030,서울특별시 동작구 상도동 316-12번지 ,서울특별시 동작구 성대로2길 3-2 (상도동),7042.0,전주식당,20010100000000.0,I,2018-08-31 23:59,한식,193926.2702,444149.0628,한식,1164174409,"[65, 26, 27, 28, 35, 4, 1, '0', 2, '0', 1, '0', 1, 11, 6]"
428,497,영업,,33.0,156871,서울특별시 동작구 상도1동 737-1 제일상회 ,서울특별시 동작구 상도로38가길 13 제일상회 1층 (상도1동),7032.0,배달삼겹돼지되지 상도점,20210500000000.0,I,2021-05-27 0:22,기타,195280.8322,444499.7756,기타,1662881345,"[2, '0', 2, 1, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
429,498,영업,02  64047710,54.88,156838,서울특별시 동작구 상도동 183-5번지 (1층) ,서울특별시 동작구 상도로26길 24 (상도동(1층)),6956.0,교동 전선생,20190800000000.0,U,2019-08-28 2:40,한식,194546.9387,444638.7002,한식,34897498,"[31, 6, 6, '0', '0', 4, '0', '0', 5, 5, 1, '0', '0', '0', '0']"
430,499,영업,,21.42,156857,서울특별시 동작구 흑석동 50-59번지 ,서울특별시 동작구 서달로14바길 16 1층 (흑석동),6979.0,끼리,20200200000000.0,I,2020-02-29 0:23,기타,196788.9297,444958.316,기타,1760961915,"[8, 4, 1, '0', '0', '0', 6, '0', 1, '0', '0', '0', '0', '0', '0']"
431,500,영업,02  827 0678,52.23,156806,서울특별시 동작구 노량진동 308-24 ,서울특별시 동작구 장승배기로 121-2 1층 (노량진동),6935.0,옛날그집,20201000000000.0,U,2020-10-25 2:40,기타,194617.9948,445146.3771,기타,1411564966,"[7, 3, 2, 2, '0', 1, '0', 1, 1, '0', '0', '0', '0', 1, '0']"
432,501,영업,02 8222587,80.51,156030,서울특별시 동작구 상도동 505-6 ,서울특별시 동작구 사당로 20 2층 201호 (상도동),7027.0,설쌈냉면,20201100000000.0,U,2020-11-13 2:40,한식,196102.7595,443660.7585,한식,1762664774,"[41, 3, 16, 11, 9, 3, '0', '0', 6, '0', '0', '0', '0', 5, 6]"
433,502,영업,02  581 1116,104.93,156826,서울특별시 동작구 사당동 1032-31번지 ,서울특별시 동작구 동작대로3길 14 지하1층 (사당동),7015.0,마녀의레시피,20190900000000.0,U,2019-09-18 2:40,경양식,198214.719,441807.2071,경양식,1633732426,"[5, 4, 5, '0', '0', '0', 1, '0', 1, 1, '0', '0', '0', '0', '0']"
434,504,영업,,58.22,156030,서울특별시 동작구 상도동 900 상도파크자이,서울특별시 동작구 장승배기로11가길 11 지하2층 102호 (상도동 상도파크자이),6937.0,본죽앤비빔밥장승배기역점,20220800000000.0,U,2021-12-08 0:04,한식,194476.8563,444842.6329,,1017690104,"[223, 86, 28, 38, 52, 64, 4, '0', 17, 2, 3, '0', 3, 58, 41]"
435,505,영업,5326606,20.06,156815,서울특별시 동작구 사당동 91-195 ,서울특별시 동작구 동작대로29나길 9 (사당동),6997.0,소문난순대,20201200000000.0,U,2020-12-09 2:40,한식,198198.4529,442921.3748,한식,1652606716,"[33, 5, 13, 13, 7, 1, 1, '0', 1, '0', '0', '0', '0', 4, '0']"
436,507,영업,,162.97,156811,서울특별시 동작구 대방동 416-13번지 ,서울특별시 동작구 여의대방로26길 22 1층 (대방동),7055.0,친구네정육식당,20190900000000.0,I,2019-09-20 2:22,식육(숯불구이),192985.0719,444113.8144,식육(숯불구이),1934664824,"[72, 25, 31, 18, '0', 6, 1, 3, 2, 8, 3, '0', 1, 14, 11]"
437,511,영업,,50.41,156860,서울특별시 동작구 흑석동 181-16번지 ,서울특별시 동작구 흑석로 109-1 지상3층 (흑석동),6910.0,16.8?,20160300000000.0,I,2018-08-31 23:59,경양식,196493.2343,445125.6086,경양식,1409389167,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
438,513,영업,,66.65,156815,서울특별시 동작구 사당동 89-51 ,서울특별시 동작구 동작대로31길 13 1층 (사당동),6997.0,오리촌,20201100000000.0,U,2020-11-04 2:40,한식,198309.4082,442950.1931,한식,18722455,"[68, 12, 24, 11, 6, 1, 1, '0', 9, 11, 6, '0', '0', 13, 6]"
439,514,영업,02 5998249,23.0,156816,서울특별시 동작구 사당동 141-46번지 2층 ,서울특별시 동작구 사당로29가길 26 (사당동 2층),7008.0,충무김밥,20130800000000.0,I,2018-08-31 23:59,분식,198124.7571,442662.5539,분식,32115058,"[52, 16, 17, 19, 17, 5, '0', 1, 3, 1, '0', '0', 1, 3, 2]"
440,516,영업,,26.45,156815,서울특별시 동작구 사당동 91-184 ,서울특별시 동작구 동작대로29나길 30 1층 (사당동),6997.0,우리할매떡볶이 사당점,20210600000000.0,I,2021-07-01 0:22,분식,198232.211,443021.2021,분식,1559781758,"[202, 37, 65, 40, 31, 25, 2, 1, 19, '0', '0', '0', '0', 16, '0']"
441,517,영업,02 5343961,25.3,156816,서울특별시 동작구 사당동 141-186 ,서울특별시 동작구 사당로27길 16 (사당동),7007.0,5시 해장국,20201100000000.0,U,2020-11-26 2:40,한식,198032.8368,442545.8801,한식,1776826979,"['0', 1, '0', '0', '0', 1, '0', '0', '0', '0', '0', '0', '0', 1, '0']"
442,518,영업,02 8218086,79.3,156847,서울특별시 동작구 신대방동 348-3번지 (지하1층) ,서울특별시 동작구 보라매로 104 (신대방동(지하1층)),7053.0,보리수,20200600000000.0,U,2020-06-13 2:40,호프/통닭,193592.5134,444026.3532,호프/통닭,1648710620,"['0', '0', '0', '0', '0', 1, '0', '0', '0', '0', '0', '0', '0', '0', '0']"
443,519,영업,02  584 3596,49.0,156824,서울특별시 동작구 사당동 708-491 ,서울특별시 동작구 동작대로25길 50 (사당동),7008.0,더풍년 이수점,20211200000000.0,U,2021-12-14 2:40,한식,198141.0169,442555.6837,한식,1478598344,"[33, 17, 8, 3, 1, 2, 5, '0', 17, '0', '0', '0', 2, 26, 3]"
444,520,영업,,33.29,156824,서울특별시 동작구 사당동 1003-40번지 ,서울특별시 동작구 사당로28길 6 1층 (사당동),7013.0,예쁜이모순대국,20181200000000.0,U,2018-12-13 2:40,한식,198120.2432,442440.741,한식,1334999516,"[45, 26, 10, 9, 5, 2, '0', '0', 1, '0', '0', '0', '0', 9, '0']"
445,521,영업,02 814 9111,46.37,156801,서울특별시 동작구 노량진동 117-11번지 ,서울특별시 동작구 만양로 102-3 1층 (노량진동),6913.0,두꺼비식당,20171100000000.0,I,2018-08-31 23:59,한식,195043.6985,445599.5242,한식,1758794191,"[34, 5, 10, 10, 5, '0', '0', '0', 5, 1, 2, '0', 1, 2, '0']"
446,522,영업,02 5862877,25.9,156824,서울특별시 동작구 사당동 1008-6번지 ,서울특별시 동작구 사당로30길 63 (사당동),7014.0,강원도 감자옹심이,20181000000000.0,U,2018-10-19 2:37,한식,198247.685,442196.35,한식,1501099707,"[95, 15, 15, 12, 12, 15, 4, 1, 22, 2, '0', '0', 1, 28, 1]"
447,523,영업,,128.23,156755,서울특별시 동작구 흑석동 224-1번지 중앙대학교병원 ,서울특별시 동작구 흑석로 102 중앙대학교병원 지하1층 (흑석동),6973.0,구름산추어탕,20200100000000.0,U,2020-01-19 2:40,한식,196469.8398,444981.9379,한식,37061030,"[41, 8, 11, 12, 6, 6, '0', 1, 5, 1, 3, '0', '0', 7, 2]"
448,526,영업,,24.4,156808,서울특별시 동작구 대방동 336-6번지 ,서울특별시 동작구 상도로 82 (대방동),7041.0,나그랑호프,20171200000000.0,I,2018-08-31 23:59,한식,193712.5673,444141.9421,한식,1902811991,"[6, 3, 2, '0', '0', 1, '0', '0', '0', '0', '0', '0', '0', '0', '0']"
449,527,영업,,57.52,156861,서울특별시 동작구 흑석동 232-55번지 ,서울특별시 동작구 서달로 123 롯데캐슬 에듀포레 상가동 104호 (흑석동),6973.0,느릅나무,20190100000000.0,I,2019-01-04 2:20,기타,196348.265,444670.5675,기타,1586152253,"['0', 1, '0', '0', '0', 2, 2, '0', '0', '0', '0', '0', 1, '0', '0']"
450,528,영업,,23.0,156824,서울특별시 동작구 사당동 708-446 ,서울특별시 동작구 동작대로25길 46 1층 (사당동),7008.0,술집,20210200000000.0,I,2021-02-03 0:23,기타,198159.6718,442573.838,기타,13419356,"[346, 50, 111, '0', '0', 2, 1, '0', 58, 26, '0', '0', '0', '0', '0']"
451,529,영업,208131891,27.7,156859,서울특별시 동작구 흑석동 97-6 ,서울특별시 동작구 서달로12길 13 (흑석동),6979.0,소문난만천곱창,20211200000000.0,U,2021-12-14 2:40,한식,196624.5789,444980.1061,한식,1766101215,"[51, 8, 18, 16, 3, 1, 1, 1, 2, 4, '0', '0', 1, 12, 5]"
452,530,영업,208212332,34.82,156848,서울특별시 동작구 신대방동 377-1번지 ,서울특별시 동작구 여의대방로 126 (신대방동),7056.0,파즈,20171000000000.0,I,2018-08-31 23:59,경양식,192914.6897,443981.6659,경양식,35722998,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
453,531,영업,,57.84,156030,서울특별시 동작구 상도동 502-5번지 ,서울특별시 동작구 사당로 16 (상도동),7027.0,28청춘호프포차,20160800000000.0,I,2018-08-31 23:59,경양식,196046.1952,443671.8991,경양식,1327078841,"[1, '0', 3, '0', '0', '0', '0', '0', '0', 1, '0', '0', '0', '0', '0']"
454,533,영업,,34.8,156832,서울특별시 동작구 상도동 364-23 ,서울특별시 동작구 상도로 168 (상도동),6956.0,아시안보울,20211200000000.0,U,2021-12-14 2:40,기타,194439.8938,444646.7787,기타,77379065,"[79, 32, 8, 15, 13, 19, 2, 1, 15, 1, 5, '0', 1, 29, 3]"
455,534,영업,02 8247455,39.76,156813,서울특별시 동작구 노량진동 330번지 삼익주상복합아파트 ,서울특별시 동작구 만양로 84 9호16호 (노량진동 삼익주상복합아파트),6914.0,배길분식,20181100000000.0,U,2018-11-22 2:37,한식,195079.2655,445413.2884,한식,1172201195,"[34, 6, 21, 8, 11, '0', '0', '0', 2, '0', '0', '0', 1, 3, 2]"
456,535,영업,,84.0,156030,서울특별시 동작구 상도동 504-1번지 ,서울특별시 동작구 상도로61길 48 (상도동),7027.0,28청춘포차,20190400000000.0,U,2019-04-07 2:40,한식,196161.5452,443607.753,한식,1327078841,"[1, '0', 3, '0', '0', '0', '0', '0', '0', 1, '0', '0', '0', '0', '0']"
457,536,영업,,48.02,156816,서울특별시 동작구 사당동 147-29 이수자이 ,서울특별시 동작구 사당로 300 제1층 제115호 (사당동 이수자이),7013.0,삼백돈 돈가츠,20210600000000.0,I,2021-06-09 0:22,일식,198202.4725,442471.241,일식,1850365502,"[233, 75, 30, 76, 63, 42, 11, 3, 29, 1, 2, '0', 2, 73, 5]"
458,537,영업,,26.4,156847,서울특별시 동작구 신대방동 338-17 1층,서울특별시 동작구 국사봉길 30 (신대방동 1층),7053.0,나는 자연닭이다 신대방삼거리점,20220800000000.0,U,2021-12-08 0:07,호프/통닭,193684.0478,443970.8467,,1877241378,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
459,538,영업,02  812 0222,82.43,156825,서울특별시 동작구 사당동 1027-2 ,서울특별시 동작구 사당로26길 87 1층 (사당동),7015.0,카페좋아진다,20210500000000.0,U,2021-05-06 2:40,기타,197998.7571,441973.6579,기타,1664440962,"['0', 36, 7, '0', '0', 20, 31, '0', 12, '0', 11, '0', 10, '0', '0']"
460,539,영업,02 8228882,20.0,156871,서울특별시 동작구 상도1동 742-1 ,서울특별시 동작구 상도로 280 1층 (상도1동),7032.0,상도정마루,20220100000000.0,U,2022-01-05 2:40,한식,195326.1898,444465.2097,한식,1333755743,"[14, 8, 5, 3, 2, 1, '0', '0', '0', '0', '0', '0', '0', 3, 2]"
461,540,영업,,69.61,156817,서울특별시 동작구 사당동 167-19번지 래미안 로이파크 ,서울특별시 동작구 사당로23길 112 후면상가동 B108호 (사당동 래미안 로이파크),7001.0,60계치킨 서울이수점,20190200000000.0,U,2019-02-09 2:40,호프/통닭,197527.6374,442943.7505,호프/통닭,1804111196,"[107, 27, 11, 6, 1, 15, '0', '0', 11, 3, 2, '0', '0', 18, 2]"
462,541,영업,02  591 0594,122.97,156816,서울특별시 동작구 사당동 139-66 ,서울특별시 동작구 동작대로27길 9 2층 (사당동),7008.0,리틀크레이지피자,20211200000000.0,I,2021-12-31 0:22,경양식,198281.7388,442805.9098,경양식,20636487,"[312, 63, 193, 35, 20, 41, 7, 3, 75, 3, 7, '0', 5, 50, 32]"
463,542,영업,,71.06,156816,서울특별시 동작구 사당동 132-4번지 (2층) ,서울특별시 동작구 동작대로27길 16-6 (사당동(2층)),7008.0,쏘맥의달인,20100700000000.0,I,2018-08-31 23:59,호프/통닭,198266.4834,442845.4022,호프/통닭,13521862,"[7, 2, 2, '0', '0', '0', '0', '0', 2, 2, '0', '0', '0', '0', '0']"
464,543,영업,02 5332394,27.12,156816,서울특별시 동작구 사당동 134-3 1층 ,서울특별시 동작구 동작대로 123 (사당동 1층),7008.0,이수찹쌀순대,20210900000000.0,U,2021-09-18 2:40,한식,198324.7924,442835.2581,한식,1230064626,"[73, 24, 16, 23, 26, 18, 9, '0', 7, 4, 4, '0', 1, 20, 8]"
465,544,영업,,55.94,156090,서울특별시 동작구 사당동 43-18,서울특별시 동작구 동작대로35길 80 지하1층 B01호 (사당동 디에스리브1단지101동),6991.0,BBQ이수경문점,20220500000000.0,I,2021-12-04 23:09,호프/통닭,198048.0261,443401.0271,,1146057239,"[16, 5, '0', 3, '0', 1, '0', '0', 1, '0', '0', '0', 1, 8, '0']"
466,545,영업,02 8212230,77.26,156811,서울특별시 동작구 대방동 407-38번지 외 1필지( 지하1층) ,서울특별시 동작구 여의대방로24길 137 (대방동외 1필지( 지하1층)),7055.0,둥지호프,20200500000000.0,U,2020-05-17 2:40,호프/통닭,193540.5228,444117.0325,호프/통닭,1704816263,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
467,546,영업,02 8269294,40.23,156030,서울특별시 동작구 상도동 436번지 ,서울특별시 동작구 상도로53길 13 상가동 2층 203호 (상도동 래미안상도3차아파트),6971.0,굽네치킨,20170700000000.0,I,2018-08-31 23:59,호프/통닭,195766.3883,444020.3975,호프/통닭,13395071,"[15, 5, '0', 2, '0', 1, '0', '0', 1, '0', '0', '0', '0', 2, '0']"
468,547,영업,02  816 0169,175.53,156801,서울특별시 동작구 노량진동 133 (12층),서울특별시 동작구 만양로14길 55 (노량진동(12층)),6913.0,레알짱본점,20220400000000.0,U,2021-12-04 0:03,뷔페식,195247.7582,445600.2416,,1676021883,"[10, 6, 21, 11, 11, 1, '0', '0', 1, '0', '0', '0', '0', 2, 2]"
469,548,영업,02 8238489,173.88,156813,서울특별시 동작구 본동 360-9 ,서울특별시 동작구 노량진로 223 2층 (본동),6902.0,노들가,20211100000000.0,U,2021-11-10 2:40,한식,195579.254,445639.3923,한식,1658602268,"[3, '0', 3, 1, '0', '0', '0', '0', '0', '0', '0', '0', '0', 1, 1]"
470,549,영업,208215849,31.16,156813,서울특별시 동작구 본동 481-0 신동아아파트 309호,서울특별시 동작구 매봉로 134 309호 (본동 신동아(아)상가),6906.0,둘리식당,20211200000000.0,U,2021-12-15 2:40,분식,195669.6798,445275.208,분식,1535866153,"[3, 1, 3, '0', 1, '0', '0', '0', '0', '0', '0', '0', '0', 1, '0']"
471,551,영업,02  815 6007,57.58,156030,서울특별시 동작구 상도동 477-11 ,서울특별시 동작구 상도로37길 68-1 (상도동),6971.0,함지박,20201100000000.0,U,2020-11-25 2:40,한식,195737.831,444000.919,한식,20876679,"[118, 35, 32, 22, 23, 5, 1, '0', 8, 2, 1, '0', 2, 16, 3]"
472,552,영업,02 8334831,92.8,156854,서울특별시 동작구 신대방동 690-15번지 ,서울특별시 동작구 대림로 36 (신대방동),7070.0,참숯풍천장어구이,20130700000000.0,I,2018-08-31 23:59,한식,191913.5163,442806.0864,한식,12071426,"[29, 9, 4, 4, '0', 1, '0', 1, 3, 1, '0', '0', '0', 12, 2]"
473,553,영업,02  814 3450,194.68,156800,서울특별시 동작구 노량진동 40-38 ,서울특별시 동작구 노량진로12길 12-4 (노량진동),6928.0,달콤쌉싸롱,20211200000000.0,U,2021-12-14 2:40,기타,194465.736,445630.0238,기타,38422049,"['0', 28, 33, '0', '0', 3, 1, '0', 4, '0', '0', '0', '0', '0', '0']"
