"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","추천수","상품명","상품가격(일반)(원)"
"00009050","가로수길칼국수","001","한식","서울특별시 강남구 압구정로2길 46 강남상가 1층 19호","02-512-6474","0","새싹열부비빔밥","6000"
"00009049","뷰티헤어클럽","005","이 미용업","서울특별시 마포구 희우정로 92 (망원동)","02-322-7929","0","퍼머","30000"
"00009049","뷰티헤어클럽","005","이 미용업","서울특별시 마포구 희우정로 92 (망원동)","02-322-7929","0","퍼머","25000"
"00009049","뷰티헤어클럽","005","이 미용업","서울특별시 마포구 희우정로 92 (망원동)","02-322-7929","0","커트(경노)","5000"
"00009049","뷰티헤어클럽","005","이 미용업","서울특별시 마포구 희우정로 92 (망원동)","02-322-7929","0","커트","10000"
"00009049","뷰티헤어클럽","005","이 미용업","서울특별시 마포구 희우정로 92 (망원동)","02-322-7929","0","커트(청소년)","5000"
"00009048","망원동수창골","001","한식","서울특별시 마포구 망원로11길 3 (망원동)","02-322-3230","0","추어탕","7000"
"00009048","망원동수창골","001","한식","서울특별시 마포구 망원로11길 3 (망원동)","02-322-3230","0","추어돈가스","7000"
"00009047","웨스턴후라이드라이스","003","경양식일식","서울특별시 마포구 홍익로 6길 4","02-336-7892","0","김치야채볶음밥","7500"
"00009047","웨스턴후라이드라이스","003","경양식일식","서울특별시 마포구 홍익로 6길 4","02-336-7892","0","햄김치볶음밥","7000"
"00009046","빈대떡마을","001","한식","서울특별시 마포구 망원로 97 (망원동)","02-325-0843","0","해물파전","13000"
"00009046","빈대떡마을","001","한식","서울특별시 마포구 망원로 97 (망원동)","02-325-0843","0","모듬전","15000"
"00009044","동일루","002","중식","서울특별시 마포구 포은로 75 (망원동)","02-3144-2221","0","유니짜장","6000"
"00009044","동일루","002","중식","서울특별시 마포구 포은로 75 (망원동)","02-3144-2221","0","짬뽕(2인)","9900"
"00009044","동일루","002","중식","서울특별시 마포구 포은로 75 (망원동)","02-3144-2221","0","탕수육(2인)","20000"
"00009043","바늘꽃옷수선","013","기타서비스업종","서울특별시 서대문구 홍은중앙로8길 22 (홍은동)","010-20131674","0","의복수선료","2000"
"00009042","실버머리방","005","이 미용업","서울특별시 서대문구 세검정로1길 40 (홍은동)","070-8171-7516","0","파마","20000"
"00009042","실버머리방","005","이 미용업","서울특별시 서대문구 세검정로1길 40 (홍은동)","070-8171-7516","0","커트","5000"
"00009041","윤헤어모드","005","이 미용업","서울특별시 서대문구 가재울로10길 25 (남가좌동)","02-307-2896","0","파마","30000"
"00009041","윤헤어모드","005","이 미용업","서울특별시 서대문구 가재울로10길 25 (남가좌동)","02-307-2896","0","커트","5000"
"00009040","은혜미용실","005","이 미용업","서울특별시 서대문구 홍은중앙로9길 2 (홍은동)","02-395-3619","0","커트","10000"
"00009040","은혜미용실","005","이 미용업","서울특별시 서대문구 홍은중앙로9길 2 (홍은동)","02-395-3619","0","파마","30000"
"00009039","가원","002","중식","서울특별시 서대문구 통일로 422 (홍제동)","02-723-4149","0","자장면","3000"
"00009039","가원","002","중식","서울특별시 서대문구 통일로 422 (홍제동)","02-723-4149","0","탕수육","6000"
"00009039","가원","002","중식","서울특별시 서대문구 통일로 422 (홍제동)","02-723-4149","0","짬뽕","4000"
"00009038","비락","002","중식","서울특별시 서대문구 연희로 243 (연희동)","02-394-6666","0","자장면","2500"
"00009038","비락","002","중식","서울특별시 서대문구 연희로 243 (연희동)","02-394-6666","0","짬뽕","3000"
"00009037","곰닭","001","한식","서울특별시 서대문구 홍은중앙로 116-1 (홍은동)","02-6406-9291","0","치킨","12000"
"00009036","생삼이네","001","한식","서울특별시 서대문구 통일로37길 38 (홍제동)","02-6337-8621","0","삼겹살","5900"
"00009036","생삼이네","001","한식","서울특별시 서대문구 통일로37길 38 (홍제동)","02-6337-8621","0","생삼겹살","10000"
"00009035","홍은나루터","001","한식","서울특별시 서대문구 연희로 261-10 (홍은동)","02-315-3081","0","생삼겹살","10000"
"00009034","엉터리돼지갈비","001","한식","서울특별시 서대문구 포방터길 71 (홍은동)","02-379-1583","0","된장찌개","4000"
"00009034","엉터리돼지갈비","001","한식","서울특별시 서대문구 포방터길 71 (홍은동)","02-379-1583","0","김치찌개","4000"
"00009033","어가네","001","한식","서울특별시 서대문구 모래내로 377-1 (홍제동)","02-379-5612","0","비빔밥","5000"
"00009033","어가네","001","한식","서울특별시 서대문구 모래내로 377-1 (홍제동)","02-379-5612","0","김치찌개","5000"
"00009032","만리장성","002","중식","서울특별시 서대문구 홍은중앙로 106 (홍은동)","02-396-9970","0","짬뽕","4500"
"00009032","만리장성","002","중식","서울특별시 서대문구 홍은중앙로 106 (홍은동)","02-396-9970","0","자장면","4000"
"00009028","(주)추억을파는극장","009","영화관람","서울특별시 종로구 삼일대로 428 (낙원동) 4층","02-3672-4235","0","영화관람권","2000"
"00009027","수유시골집","001","한식","서울특별시 강북구 도봉로 328 (번동) 가든타워 지하 31호","990-4343","0","제육볶음","6000"
"00009027","수유시골집","001","한식","서울특별시 강북구 도봉로 328 (번동) 가든타워 지하 31호","990-4343","0","백반","5000"
"00009027","수유시골집","001","한식","서울특별시 강북구 도봉로 328 (번동) 가든타워 지하 31호","990-4343","0","김치찌개 백반","5000"
"00009026","착한이발관","005","이 미용업","서울특별시 중랑구 봉화산로 54 (중화동)","","0","이용료(커트)","6000"
"00009023","태성순대국","001","한식","서울특별시 노원구 화랑로43길 18 (월계동)","02-912-6819","0","머리 고기","7000"
"00009023","태성순대국","001","한식","서울특별시 노원구 화랑로43길 18 (월계동)","02-912-6819","0","순댓국","5500"
"00009022","무릉도원","001","한식","서울특별시 구로구 구로동로28길 64-12 (구로동 남촌홈타운)","02-857-2111","0","가정식백반","5000"
"00009021","신진미용실","005","이 미용업","서울특별시 강북구 한천로 1104 (수유동)","02-993-3337","0","파마","15000"
"00009021","신진미용실","005","이 미용업","서울특별시 강북구 한천로 1104 (수유동)","02-993-3337","0","커트","6000"
"00009020","중화요리 명가","002","중식","서울특별시 강서구 화곡로61길 100 (등촌동)","02-2658-1959","0","탕수육","13000"
"00009020","중화요리 명가","002","중식","서울특별시 강서구 화곡로61길 100 (등촌동)","02-2658-1959","0","자장면","3000"
"00009020","중화요리 명가","002","중식","서울특별시 강서구 화곡로61길 100 (등촌동)","02-2658-1959","0","짬뽕","4000"
"00009019","아빠이용원","005","이 미용업","서울특별시 송파구 마천로45길 44 (마천동) 1층","407-9020","0","커트","8000"
"00009019","아빠이용원","005","이 미용업","서울특별시 송파구 마천로45길 44 (마천동) 1층","407-9020","0","일반요금","12000"
"00009018","밀가칼국수","001","한식","서울특별시 강남구 영동대로106길 33 (삼성동) ","02-566-5805","0","칼국수","7000"
"00009018","밀가칼국수","001","한식","서울특별시 강남구 영동대로106길 33 (삼성동) ","02-566-5805","0","새싹비빔밥","7000"
"00009018","밀가칼국수","001","한식","서울특별시 강남구 영동대로106길 33 (삼성동) ","02-566-5805","0","만두국","7000"
"00009017","도곡한우소머리국밥","001","한식","서울특별시 강남구 도곡로 172 (도곡동) 지상 1층","02-2057-0252","0","콩나물국밥","5000"
"00009017","도곡한우소머리국밥","001","한식","서울특별시 강남구 도곡로 172 (도곡동) 지상 1층","02-2057-0252","0","양선지국밥","9000"
"00009016","만금성","002","중식","서울특별시 강남구 언주로 117 상가동 지하1층 42호(도곡동 우성4차아파트)","02-572-0015","0","자장면","6000"
"00009016","만금성","002","중식","서울특별시 강남구 언주로 117 상가동 지하1층 42호(도곡동 우성4차아파트)","02-572-0015","0","짬뽕","7000"
"00009016","만금성","002","중식","서울특별시 강남구 언주로 117 상가동 지하1층 42호(도곡동 우성4차아파트)","02-572-0015","0","볶음밥","7000"
"00009014","정미용실","005","이 미용업","서울특별시 서울 관악구 호암로 561-1","02-867-5676","1","커트","6000"
"00009014","정미용실","005","이 미용업","서울특별시 서울 관악구 호암로 561-1","02-867-5676","1","파마","18000"
"00009013","착한우동짜장","002","중식","서울특별시 관악구 신림로 255 (신림동)","없음","1","짜장면","3500"
"00009013","착한우동짜장","002","중식","서울특별시 관악구 신림로 255 (신림동)","없음","1","우동","3500"
"00009012","형제갈비","001","한식","서울특별시 구로구 구로동로18길 20-6 (구로동)","02-868-1354","1","돼지갈비(국200g)","10000"
"00009012","형제갈비","001","한식","서울특별시 구로구 구로동로18길 20-6 (구로동)","02-868-1354","1","삼겹살(국200g)","10000"
"00009009","이모네분식","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호","02-567-2005","2","쫄면","6500"
"00009009","이모네분식","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호","02-567-2005","2","떡만두국","6500"
"00009009","이모네분식","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호","02-567-2005","2","칼국수","6500"
"00009005","수타손짜장","002","중식","서울특별시 강남구 개포로 615 (개포동)  지하1층 110호","02-451-9763","2","짜장+짬뽕+탕수육set","10000"
"00009005","수타손짜장","002","중식","서울특별시 강남구 개포로 615 (개포동)  지하1층 110호","02-451-9763","2","짜장+짬뽕set","7000"
"00009005","수타손짜장","002","중식","서울특별시 강남구 개포로 615 (개포동)  지하1층 110호","02-451-9763","2","손짜장","6000"
"00009004","한우정육점식당","001","한식","서울특별시 강남구 일원로5길 24 (일원동)","02-445-6633","2","한우된장찌개","7000"
"00009004","한우정육점식당","001","한식","서울특별시 강남구 일원로5길 24 (일원동)","02-445-6633","2","한돈김치찌개","7000"
"00009002","처갓집","001","한식","서울특별시 강남구 양재대로 339 (개포동)","02-573-6317","2","북어국","6000"
"00009002","처갓집","001","한식","서울특별시 강남구 양재대로 339 (개포동)","02-573-6317","2","생선구이","7000"
"00009002","처갓집","001","한식","서울특별시 강남구 양재대로 339 (개포동)","02-573-6317","2","비빔밥","6000"
"00009000","윤화돈까스기사식당","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로 221 (역삼동)","02-3463-0863","2","생선까스","8000"
"00009000","윤화돈까스기사식당","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로 221 (역삼동)","02-3463-0863","2","돈까스","8000"
"00009000","윤화돈까스기사식당","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로 221 (역삼동)","02-3463-0863","2","돼지함박까스","8000"
"00008998","양철집","001","한식","서울특별시 강남구 언주로153길 16 (신사동) 1층","02-542-6689","3","누룽지정식","7000"
"00008998","양철집","001","한식","서울특별시 강남구 언주로153길 16 (신사동) 1층","02-542-6689","3","순두부찌개","7000"
"00008998","양철집","001","한식","서울특별시 강남구 언주로153길 16 (신사동) 1층","02-542-6689","3","된장찌개","7000"
"00008996","커피알","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 테헤란로 322 (역삼동) 한신인터벨 지하 156호","02-2183-2259","2","카페라떼","2000"
"00008996","커피알","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 테헤란로 322 (역삼동) 한신인터벨 지하 156호","02-2183-2259","2","아메리카노","1000"
"00008995","전주비빔밥","001","한식","서울특별시 강남구 봉은사로 524 (삼성동) 공항타워 지하1층 14호","02-2016-5280","2","전주비빔밥","7500"
"00008995","전주비빔밥","001","한식","서울특별시 강남구 봉은사로 524 (삼성동) 공항타워 지하1층 14호","02-2016-5280","2","미역국","7000"
"00008994","가득드림","001","한식","서울특별시 강남구 영동대로 513 지하1층 M113호","02-551-8288","2","매장식사","8000"
"00008994","가득드림","001","한식","서울특별시 강남구 영동대로 513 지하1층 M113호","02-551-8288","2","self포장","6000"
"00008994","가득드림","001","한식","서울특별시 강남구 영동대로 513 지하1층 M113호","02-551-8288","2","주문포장","7000"
"00008989","밀밭 손 칼국수","001","한식","서울특별시 성북구 보문로 156-3 (삼선동5가)","953-8894","2","떡국","6000"
"00008989","밀밭 손 칼국수","001","한식","서울특별시 성북구 보문로 156-3 (삼선동5가)","953-8894","2","칼국수","6000"
"00008989","밀밭 손 칼국수","001","한식","서울특별시 성북구 보문로 156-3 (삼선동5가)","953-8894","2","설렁탕 등","6000"
"00008988","허브족발","001","한식","서울특별시 성북구 오패산로4길 41 (하월곡동)","912-7008","2","비빔냉면 ","4000"
"00008988","허브족발","001","한식","서울특별시 성북구 오패산로4길 41 (하월곡동)","912-7008","2","칼국수","2500"
"00008988","허브족발","001","한식","서울특별시 성북구 오패산로4길 41 (하월곡동)","912-7008","2","물냉면","3500"
"00008986","놀부만두","001","한식","서울특별시 동대문구 망우로16길 15 (휘경동)","2241-7550","2","수제고기만두(10개)","4000"
"00008985","안동장","002","중식","서울특별시 동대문구 경동시장로10길 57 (제기동)","966-8244","2","자장면","3000"
"00008985","안동장","002","중식","서울특별시 동대문구 경동시장로10길 57 (제기동)","966-8244","2","짬뽕","4000"
"00008984","세종하늘마루","001","한식","서울특별시 광진구 군자로 153 (군자동)","497-5540","2","된장찌개","5000"
"00008984","세종하늘마루","001","한식","서울특별시 광진구 군자로 153 (군자동)","497-5540","2","삼겹살","11000"
"00008983","방미헤어컬쳐","005","이 미용업","서울특별시 광진구 군자로 138 (군자동)","02-462-3711","2","미용료(커트)","10000"
"00008983","방미헤어컬쳐","005","이 미용업","서울특별시 광진구 군자로 138 (군자동)","02-462-3711","2","미용료(파마)","30000"
"00008982","이삭홍두깨칼국수","001","한식","서울특별시 광진구 동일로72길 51 (중곡동)","464-8457","2","칼국수","3000"
"00008982","이삭홍두깨칼국수","001","한식","서울특별시 광진구 동일로72길 51 (중곡동)","464-8457","2","냉면","3500"
"00008978","듬배골","001","한식","서울특별시 금천구 독산로10길 38 (시흥동)","803-8411","2","왕갈비탕","10000"
"00008978","듬배골","001","한식","서울특별시 금천구 독산로10길 38 (시흥동)","803-8411","2","돼지갈비(250g)","15000"
"00008978","듬배골","001","한식","서울특별시 금천구 독산로10길 38 (시흥동)","803-8411","2","LA갈비(200g)","20000"
"00008976","서담","001","한식","서울특별시 금천구 시흥대로52길 6 (시흥동)","805-3151","2","제주산생고기","9000"
"00008976","서담","001","한식","서울특별시 금천구 시흥대로52길 6 (시흥동)","805-3151","2","냉면","5000"
"00008975","전주콩나물국밥","001","한식","서울특별시 금천구 시흥대로62길 7 (시흥동)","893-1264","2","콩나물해장국","4000"
"00008975","전주콩나물국밥","001","한식","서울특별시 금천구 시흥대로62길 7 (시흥동)","893-1264","2","비빔밥","5000"
"00008974","동남숯불생구이","001","한식","서울특별시 금천구 독산로 247 (독산동)","854-9049","2","불고기정식","7000"
"00008974","동남숯불생구이","001","한식","서울특별시 금천구 독산로 247 (독산동)","854-9049","2","삼겹살","13000"
"00008974","동남숯불생구이","001","한식","서울특별시 금천구 독산로 247 (독산동)","854-9049","2","삼계탕","11000"
"00008974","동남숯불생구이","001","한식","서울특별시 금천구 독산로 247 (독산동)","854-9049","2","돼지갈비","13000"
"00008973","착한깡통","001","한식","서울특별시 송파구 마천로41길 33 (마천동)","070-7527-8215","2","삼겹살(600g)","19900"
"00008972","조은김밥","001","한식","서울특별시 송파구 백제고분로17길 43 (잠실동)","3431-7522","2","김밥","1500"
"00008972","조은김밥","001","한식","서울특별시 송파구 백제고분로17길 43 (잠실동)","3431-7522","2","김치찌개","4000"
"00008971","전혜영미용실","005","이 미용업","서울특별시 송파구 토성로 38-6 (풍납동 한강극동아파트)","471-2932","2","커트","5000"
"00008971","전혜영미용실","005","이 미용업","서울특별시 송파구 토성로 38-6 (풍납동 한강극동아파트)","471-2932","2","파마","15000"
"00008970","김자순수제돈까스","003","경양식일식","서울특별시 송파구 석촌호수로12길 16 (잠실동)","6203-9597","2","돈가스","3500"
"00008969","박미용실","005","이 미용업","서울특별시 송파구 백제고분로27길 41 (삼전동)","420-8242","2","커트","7000"
"00008969","박미용실","005","이 미용업","서울특별시 송파구 백제고분로27길 41 (삼전동)","420-8242","2","파마","25000"
"00008968","메운불닭","003","경양식일식","서울특별시 송파구 위례성대로18길 28 (방이동)","421-2223 ","2","돈가스","4900"
"00008967","정하람남도팥칼국수","001","한식","서울특별시 송파구 삼전로 90 (삼전동)","415-2334","3","칼국수","4000"
"00008967","정하람남도팥칼국수","001","한식","서울특별시 송파구 삼전로 90 (삼전동)","415-2334","3","비빔밥","5000"
"00008966","꾸어구어","001","한식","서울특별시 송파구 마천로 293 (마천동)","449-9295","2","삼겹살(200g)","5900"
"00008964","숙아채콩나물국밥역삼1호점","001","한식","서울특별시 강남구 도곡로7길 25 지상1층 (역삼동)","02-554-7490","2","콩나물국밥","5000"
"00008964","숙아채콩나물국밥역삼1호점","001","한식","서울특별시 강남구 도곡로7길 25 지상1층 (역삼동)","02-554-7490","2","콩나물비빔밥","5000"
"00008964","숙아채콩나물국밥역삼1호점","001","한식","서울특별시 강남구 도곡로7길 25 지상1층 (역삼동)","02-554-7490","2","녹두전","7000"
"00008963","강남김밥","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로 441 (대치동) 1층 4호","02-562-9335","2","우동","5500"
"00008963","강남김밥","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로 441 (대치동) 1층 4호","02-562-9335","2","야채김밥","3500"
"00008963","강남김밥","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 도곡로 441 (대치동) 1층 4호","02-562-9335","2","해물순두부","6500"
"00008961","행복한이발관","005","이 미용업","서울특별시 은평구 통일로69길 33 (대조동)","-","2","커트","7000"
"00008961","행복한이발관","005","이 미용업","서울특별시 은평구 통일로69길 33 (대조동)","-","2","커트+염색","17000"
"00008960","이레미용실","005","이 미용업","서울특별시 은평구 통일로69길 29 (대조동)","02-355-6567","2","미용료(커트)","6000"
"00008960","이레미용실","005","이 미용업","서울특별시 은평구 통일로69길 29 (대조동)","02-355-6567","2","미용료(파마)","2000"
"00008959","행복한세탁소","007","세탁업","서울특별시 은평구 진흥로1길 37 (역촌동)","02-353-8671","2","세탁료","5500"
"00008959","행복한세탁소","007","세탁업","서울특별시 은평구 진흥로1길 37 (역촌동)","02-353-8671","2","수선비","3000"
"00008955","토속칼국수","001","한식","서울특별시 강동구 양재대로113길 8 (길동)","02-472-2293","2","콩국수","5500"
"00008955","토속칼국수","001","한식","서울특별시 강동구 양재대로113길 8 (길동)","02-472-2293","2","들깨수제비","4500"
"00008954","진부령황태해장국","001","한식","서울특별시 용산구 대사관로24길 15 (한남동)","790-9950","2","된장찌개","5000"
"00008954","진부령황태해장국","001","한식","서울특별시 용산구 대사관로24길 15 (한남동)","790-9950","2","황태해장국","5000"
"00008954","진부령황태해장국","001","한식","서울특별시 용산구 대사관로24길 15 (한남동)","790-9950","2","제육볶음","6000"
"00008953","포토베베스튜디오","013","기타서비스업종","서울특별시 도림로12길 13 (구로동)","02-862-1050","2","사진촬영료","10000"
"00008953","포토베베스튜디오","013","기타서비스업종","서울특별시 도림로12길 13 (구로동)","02-862-1050","2","사진인화료","300"
"00008950","용갈비","001","한식","서울특별시 구로동로 96-4 (구로동)","02-869-2442","2","돼지갈비(국200g)","10000"
"00008950","용갈비","001","한식","서울특별시 구로동로 96-4 (구로동)","02-869-2442","2","냉면(물)","4000"
"00008950","용갈비","001","한식","서울특별시 구로동로 96-4 (구로동)","02-869-2442","2","삼겹살(국200g)","10000"
"00008941","매니아당구클럽","013","기타서비스업종","서울특별시 금천구 독산로 218 (독산동)","02-893-1160","2","이용료(10분당)","1200"
"00008940","G7크린랜드","007","세탁업","서울특별시 금천구 금하로29길 14 (시흥동)","02-803-7600","2","세탁료","5000"
"00008940","G7크린랜드","007","세탁업","서울특별시 금천구 금하로29길 14 (시흥동)","02-803-7600","2","의복수선료","3000"
"00008933","아마자께","001","한식","서울특별시 동대문구 천장산로7길 16 (이문동)","0","2","냉면","5000"
"00008933","아마자께","001","한식","서울특별시 동대문구 천장산로7길 16 (이문동)","0","2","김치볶음밥","5500"
"00008931","경로이발관","005","이 미용업","서울특별시 동대문구 왕산로 175-1 (제기동)","0","2","염색","6000"
"00008931","경로이발관","005","이 미용업","서울특별시 동대문구 왕산로 175-1 (제기동)","0","2","커트","5000"
"00008930","착한메밀","001","한식","서울특별시 노원구 상계로 111 (상계동)","02-936-2819","2","옹심이칼국수","3900"
"00008925","효성마루(효성식당)","001","한식","서울특별시 마포구 마포대로7길 15 (공덕동)","716-3683","2","된장찌개","6000"
"00008925","효성마루(효성식당)","001","한식","서울특별시 마포구 마포대로7길 15 (공덕동)","716-3683","2","청국장 ","6000"
"00008925","효성마루(효성식당)","001","한식","서울특별시 마포구 마포대로7길 15 (공덕동)","716-3683","2","김치찌개","6000"
"00008924","미스미용실","005","이 미용업","서울특별시 마포구 토정로17길 22 (신수동)","711-9392","2","퍼머","15000"
"00008924","미스미용실","005","이 미용업","서울특별시 마포구 토정로17길 22 (신수동)","711-9392","2","커트","5000"
"00008922","새마을","001","한식","서울특별시 마포구 동교로9길 51 (망원동)","0","2","닭계장 ","4000"
"00008922","새마을","001","한식","서울특별시 마포구 동교로9길 51 (망원동)","0","2","삼겹살","5600"
"00008922","새마을","001","한식","서울특별시 마포구 동교로9길 51 (망원동)","0","2","막국수","4000"
"00008916","고향집","001","한식","서울특별시 마포구 포은로8길 28 (망원동)","322-8762","2","콩나물비빔밥","3500"
"00008916","고향집","001","한식","서울특별시 마포구 포은로8길 28 (망원동)","322-8762","2","칼국수","3000"
"00008913","소야지","001","한식","서울특별시 광진구 능동로36길 24 (능동)","446-7645","2","삼겹살","10000"
"00008911","성원식당","001","한식","서울특별시 광진구 천호대로 666 (구의동)","453-5939","2","냉면","5000"
"00008910","홍천화로숯불갈비","001","한식","서울특별시 광진구 천호대로110길 27 (능동)","454-9285","2","냉면","5000"
"00008910","홍천화로숯불갈비","001","한식","서울특별시 광진구 천호대로110길 27 (능동)","454-9285","2","갈비탕","7000"
"00008910","홍천화로숯불갈비","001","한식","서울특별시 광진구 천호대로110길 27 (능동)","454-9285","2","된장찌개","5000"
"00008908","기덕이네생고기집","001","한식","서울특별시 광진구 뚝섬로58길 26 (자양동)","444-8597","2","삽겹살","10000"
"00008906","옥문","002","중식","서울특별시 광진구 광나루로56길 63 (구의동)","446-8764","2","자장면","4500"
"00008906","옥문","002","중식","서울특별시 광진구 광나루로56길 63 (구의동)","446-8764","2","탕수육","17000"
"00008906","옥문","002","중식","서울특별시 광진구 광나루로56길 63 (구의동)","446-8764","2","짱뽕","5000"
"00008905","북경","002","중식","서울특별시 광진구 화양동 3-30 (능동로 135)","469-6347","2","짭뽕","4000"
"00008905","북경","002","중식","서울특별시 광진구 화양동 3-30 (능동로 135)","469-6347","2","탕수육","9000"
"00008905","북경","002","중식","서울특별시 광진구 화양동 3-30 (능동로 135)","469-6347","2","자장면","3500"
"00008904","진아보석사우나","006","목욕업","서울특별시 광진구 자양로15길 109 (자양동)","457-3355","3","목욕료","6000"
"00008904","진아보석사우나","006","목욕업","서울특별시 광진구 자양로15길 109 (자양동)","457-3355","3","찜질방이용료","7000"
"00008903","옛날칼국수","001","한식","서울특별시 강서구 강서로18길 8-14 (화곡동)","0","2","보리비빔밥","4500"
"00008903","옛날칼국수","001","한식","서울특별시 강서구 강서로18길 8-14 (화곡동)","0","2","칼국수","3500"
"00008903","옛날칼국수","001","한식","서울특별시 강서구 강서로18길 8-14 (화곡동)","0","2","비빔국수","4500"
"00008900","머리못하는 집","005","이 미용업","서울특별시 강서구 강서로45길 174 (내발산동)","02-2667-3693","2","커트(학생)","5000"
"00008900","머리못하는 집","005","이 미용업","서울특별시 강서구 강서로45길 174 (내발산동)","02-2667-3693","2","커트(성인)","6000"
"00008900","머리못하는 집","005","이 미용업","서울특별시 강서구 강서로45길 174 (내발산동)","02-2667-3693","2","파마","14500"
"00008899","힐링이발관","005","이 미용업","서울특별시 영등포구 당산로10길 15 (당산동1가)","0","2","커트","7000"
"00008899","힐링이발관","005","이 미용업","서울특별시 영등포구 당산로10길 15 (당산동1가)","0","2","염색","8000"
"00008897","김머리방","005","이 미용업","서울특별시 영등포구 도림로113길 8 (도림동)","02-845-3313","2","파마","20000"
"00008897","김머리방","005","이 미용업","서울특별시 영등포구 도림로113길 8 (도림동)","02-845-3313","2","커트","7000"
"00008896","짜우리아","002","중식","서울특별시 영등포구 영신로 34 (영등포동)","02-833-8802","2","짬뽕","5000"
"00008896","짜우리아","002","중식","서울특별시 영등포구 영신로 34 (영등포동)","02-833-8802","2","짜장","4000"
"00008894","유미식당","001","한식","서울특별시 영등포구 시흥대로 611 (대림동)","02-844-7953","2","김치찌개","6000"
"00008894","유미식당","001","한식","서울특별시 영등포구 시흥대로 611 (대림동)","02-844-7953","2","된장찌개","6000"
"00008893","두메산골","001","한식","서울특별시 성북구 보문로36길 16 (삼선동4가)","02) 921-3455","2","묵은지꽁치찌개","6000"
"00008893","두메산골","001","한식","서울특별시 성북구 보문로36길 16 (삼선동4가)","02) 921-3455","2","감자보리밥","6000"
"00008893","두메산골","001","한식","서울특별시 성북구 보문로36길 16 (삼선동4가)","02) 921-3455","2","감자옹심이칼국수","7000"
"00008890","서울초밥","003","경양식일식","서울특별시 영등포구 선유로 250 (양평동4가)","02-815-5551","2","찌라시초밤","12000"
"00008889","삼미식당","001","한식","서울특별시 영등포구 영등포로5길 14-2 (양평동2가)","02-2068-8428","2","된장찌개","5000"
"00008889","삼미식당","001","한식","서울특별시 영등포구 영등포로5길 14-2 (양평동2가)","02-2068-8428","2","삼겹살","11000"
"00008889","삼미식당","001","한식","서울특별시 영등포구 영등포로5길 14-2 (양평동2가)","02-2068-8428","2","김치찌개","5000"
"00008884","영헤어","005","이 미용업","서울특별시 은평구 통일로 921-1(갈현동)","02-354-1129","2","파마","25000"
"00008884","영헤어","005","이 미용업","서울특별시 은평구 통일로 921-1(갈현동)","02-354-1129","2","커트","10000"
"00008884","영헤어","005","이 미용업","서울특별시 은평구 통일로 921-1(갈현동)","02-354-1129","2","파마","30000"
"00008881","뉴현대미용실","005","이 미용업","서울특별시 은평구 불광로 95 (불광동)","02-359-3834","2","파마","35000"
"00008881","뉴현대미용실","005","이 미용업","서울특별시 은평구 불광로 95 (불광동)","02-359-3834","2","커트","11000"
"00008879","대흥이발관","005","이 미용업","서울특별시 은평구 연서로32길 19 (불광동)","02-352-5755","4","이발","8000"
"00008879","대흥이발관","005","이 미용업","서울특별시 은평구 연서로32길 19 (불광동)","02-352-5755","4","이발","7000"
"00008867","현대골프","013","기타서비스업종","서울특별시 관악구 양녕로 66 3층","888-0770","2","골프연습장이용료(1달)","60000"
"00008866","김밥분식","001","한식","서울특별시 관악구 관악로24길 47-1 (봉천동)","889-5230","2","라면","2000"
"00008866","김밥분식","001","한식","서울특별시 관악구 관악로24길 47-1 (봉천동)","889-5230","2","김밥","1000"
"00008865","원조정가네매운갈비찜","001","한식","서울특별시 관악구 남부순환로216길 8 (봉천동)","883-0250","2","매운갈비찜","12000"
"00008865","원조정가네매운갈비찜","001","한식","서울특별시 관악구 남부순환로216길 8 (봉천동)","883-0250","2","설렁탕","8000"
"00008861","꾸워","001","한식","서울특별시 은평구 은평로 34 (신사동)","02-374-3004","2","삼겹살","7900"
"00008861","꾸워","001","한식","서울특별시 은평구 은평로 34 (신사동)","02-374-3004","2","왕갈비","7900"
"00008861","꾸워","001","한식","서울특별시 은평구 은평로 34 (신사동)","02-374-3004","2","왕갈비","12000"
"00008861","꾸워","001","한식","서울특별시 은평구 은평로 34 (신사동)","02-374-3004","2","삼겹살","12000"
"00008860","함흥냉면 명가","001","한식","서울특별시 강서구 화곡로50길 22 (화곡동)","02-2691-2230","2","비빔냉면","3500"
"00008860","함흥냉면 명가","001","한식","서울특별시 강서구 화곡로50길 22 (화곡동)","02-2691-2230","2","물냉면","3000"
